F_0_0_1.04191_1.2555,F_0_1_1.04191_1.2555,F_0_2_1.04191_1.2555,F_0_3_1.04191_1.2555,F_0_4_1.04191_1.2555,F_0_5_1.04191_1.2555,F_0_6_1.04191_1.2555,F_1_0_1.03406_1.24545,F_1_1_1.03406_1.24545,F_1_2_1.03406_1.24545,F_1_3_1.03406_1.24545,F_1_4_1.03406_1.24545,F_1_5_1.03406_1.24545,F_1_6_1.03406_1.24545,F_2_0_1.04021_1.25482,F_2_1_1.04021_1.25482,F_2_2_1.04021_1.25482,F_2_3_1.04021_1.25482,F_2_4_1.04021_1.25482,F_2_5_1.04021_1.25482,F_2_6_1.04021_1.25482,F_3_0_1.04022_1.25483,F_3_1_1.04022_1.25483,F_3_2_1.04022_1.25483,F_3_3_1.04022_1.25483,F_3_4_1.04022_1.25483,F_3_5_1.04022_1.25483,F_3_6_1.04022_1.25483,F_4_0_3658.0_125737.0,F_4_1_3658.0_125737.0,F_4_2_3658.0_125737.0,F_4_3_3658.0_125737.0,F_4_4_3658.0_125737.0,F_4_5_3658.0_125737.0,F_4_6_3658.0_125737.0,F_5_0_11.55662958_82.3777671,F_5_1_11.55662958_82.3777671,F_5_2_11.55662958_82.3777671,F_5_3_11.55662958_82.3777671,F_5_4_11.55662958_82.3777671,F_5_5_11.55662958_82.3777671,F_5_6_11.55662958_82.3777671,F_6_0_-0.01890803_0.01132859,F_6_1_-0.01890803_0.01132859,F_6_2_-0.01890803_0.01132859,F_6_3_-0.01890803_0.01132859,F_6_4_-0.01890803_0.01132859,F_6_5_-0.01890803_0.01132859,F_6_6_-0.01890803_0.01132859,F_7_0_11.38571229_73.05681023,F_7_1_11.38571229_73.05681023,F_7_2_11.38571229_73.05681023,F_7_3_11.38571229_73.05681023,F_7_4_11.38571229_73.05681023,F_7_5_11.38571229_73.05681023,F_7_6_11.38571229_73.05681023,F_8_0_-287.8009991_290.2597246,F_8_1_-287.8009991_290.2597246,F_8_2_-287.8009991_290.2597246,F_8_3_-287.8009991_290.2597246,F_8_4_-287.8009991_290.2597246,F_8_5_-287.8009991_290.2597246,F_8_6_-287.8009991_290.2597246,F_9_0_0.00472786_0.01756714,F_9_1_0.00472786_0.01756714,F_9_2_0.00472786_0.01756714,F_9_3_0.00472786_0.01756714,F_9_4_0.00472786_0.01756714,F_9_5_0.00472786_0.01756714,F_9_6_0.00472786_0.01756714,F_10_0_6.43661018_88.5643065,F_10_1_6.43661018_88.5643065,F_10_2_6.43661018_88.5643065,F_10_3_6.43661018_88.5643065,F_10_4_6.43661018_88.5643065,F_10_5_6.43661018_88.5643065,F_10_6_6.43661018_88.5643065,F_11_0_1.0_12.0,F_11_1_1.0_12.0,F_11_2_1.0_12.0,F_11_3_1.0_12.0,F_11_4_1.0_12.0,F_11_5_1.0_12.0,F_11_6_1.0_12.0,F_12_0_1.0_31.0,F_12_1_1.0_31.0,F_12_2_1.0_31.0,F_12_3_1.0_31.0,F_12_4_1.0_31.0,F_12_5_1.0_31.0,F_12_6_1.0_31.0,F_13_0_0.0_5.0,F_13_1_0.0_5.0,F_13_2_0.0_5.0,F_13_3_0.0_5.0,F_13_4_0.0_5.0,F_13_5_0.0_5.0,F_13_6_0.0_5.0,Reward_OpenBuy/CloseSell/nopCloseBuy/100000,Reward_OpenSell/CloseBuy/nopCloseSell/100000,Reward_NoOpenBuy/100000,Reward_NoOpenSell/100000
-0.09799147900182636,-0.11166253101737034,-0.11559529940540225,-0.15136476426798873,-0.11709349688655712,0.04396273233765635,0.010908750409662993,-0.12540801362410625,-0.12853020483466648,-0.11254080136240963,-0.09191541700175065,-0.099673589100715,-0.08065660627276605,-0.06258574199347111,-0.19230231582871216,-0.13871674199711137,-0.17823027817902304,-0.15549135641396084,-0.13340478076510953,-0.0029355575229491615,-0.004426634360001902,-0.19248870043334299,-0.13862354969479496,-0.15353431806532591,-0.15549135641395873,-0.13349797306742395,-0.003028749825263577,-0.0045198266623163175,-0.12938343203990854,-0.24103244620286868,-0.3155579583712186,-0.9374011910320367,-0.3241753290901793,-0.14311224698760638,-0.2516157570098051,-0.6132186242805777,-0.5525718573631857,-0.5699500278232752,-0.5477195597013054,-0.4937741183573128,-0.194440067502604,-0.1464012624348483,-0.7005981488671684,-0.7498940027026831,-0.7966300466123529,-0.8301529734474291,-0.841370497099213,-0.8251411698794378,-0.7550784446145106,-0.2635566906205139,-0.4029918540477341,-0.523835662394565,-0.6285669627239978,-0.622633991328613,-0.5257177174232095,-0.382049677191137,-0.24760800869474464,-0.18270321111595011,-0.17929963775534064,-0.141109512159717,-0.08867652798117276,0.16089606462913553,0.27945902469553996,0.5590547133484123,0.5671766641120064,0.5293458823236195,0.3325170881856305,0.20022306546784563,0.42186321974440943,0.6291521019870276,-0.7165664561039036,-0.708030701036958,-0.70027347846106,-0.6772409719527854,-0.6415676730380739,-0.5793347778149391,-0.44092146745362404,-1.0,-1.0,-1.0,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,0.8,0.8666666666666667,0.9333333333333333,-1.0,-0.9333333333333333,-0.8666666666666667,-0.7333333333333334,0.19999999999999996,0.6000000000000001,1.0,-1.0,-0.6,-0.19999999999999996,0.6000000000000001,0.004867011175515131,-0.0014597839783974088,0.05606405545492377,0.04187846094857172
-0.11166253101737034,-0.11559529940540225,-0.15136476426798873,-0.11709349688655712,0.04396273233765635,0.010908750409662993,-0.012781497261107222,-0.12853020483466648,-0.11254080136240963,-0.09191541700175065,-0.099673589100715,-0.08065660627276605,-0.06258574199347111,-0.08122427740195803,-0.13871674199711137,-0.17823027817902304,-0.15549135641396084,-0.13340478076510953,-0.0029355575229491615,-0.004426634360001902,-0.14887470294953709,-0.13862354969479496,-0.15353431806532591,-0.15549135641395873,-0.13349797306742395,-0.003028749825263577,-0.0045198266623163175,-0.166674432691859,-0.24103244620286868,-0.3155579583712186,-0.9374011910320367,-0.3241753290901793,-0.14311224698760638,-0.2516157570098051,-0.4018299625652242,-0.5525718573631857,-0.5699500278232752,-0.5477195597013054,-0.4937741183573128,-0.194440067502604,-0.1464012624348483,-0.2703060364512485,-0.7498940027026831,-0.7966300466123529,-0.8301529734474291,-0.841370497099213,-0.8251411698794378,-0.7550784446145106,-0.7105397362535892,-0.4029918540477341,-0.523835662394565,-0.6285669627239978,-0.622633991328613,-0.5257177174232095,-0.382049677191137,-0.35739650624420194,-0.18270321111595011,-0.17929963775534064,-0.141109512159717,-0.08867652798117276,0.16089606462913553,0.27945902469553996,0.1097926247155614,0.5671766641120064,0.5293458823236195,0.3325170881856305,0.20022306546784563,0.42186321974440943,0.6291521019870276,0.6608626028873894,-0.708030701036958,-0.70027347846106,-0.6772409719527854,-0.6415676730380739,-0.5793347778149391,-0.44092146745362404,-0.37046403568232944,-1.0,-1.0,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,0.8666666666666667,0.9333333333333333,-1.0,-0.9333333333333333,-0.8666666666666667,-0.7333333333333334,-0.6666666666666667,0.6000000000000001,1.0,-1.0,-0.6,-0.19999999999999996,0.6000000000000001,1.0,0.03220911520660307,0.005966885616026097,0.14047019744179134,0.11889869453247613
-0.11559529940540225,-0.15136476426798873,-0.11709349688655712,0.04396273233765635,0.010908750409662993,-0.012781497261107222,-0.13797462428016327,-0.11254080136240963,-0.09191541700175065,-0.099673589100715,-0.08065660627276605,-0.06258574199347111,-0.08122427740195803,-0.09655139789015477,-0.17823027817902304,-0.15549135641396084,-0.13340478076510953,-0.0029355575229491615,-0.004426634360001902,-0.14887470294953709,-0.13116816550952948,-0.15353431806532591,-0.15549135641395873,-0.13349797306742395,-0.003028749825263577,-0.0045198266623163175,-0.166674432691859,-0.13116816550952737,-0.3155579583712186,-0.9374011910320367,-0.3241753290901793,-0.14311224698760638,-0.2516157570098051,-0.4018299625652242,-0.9474438683147798,-0.5699500278232752,-0.5477195597013054,-0.4937741183573128,-0.194440067502604,-0.1464012624348483,-0.2703060364512485,-0.306654208905737,-0.7966300466123529,-0.8301529734474291,-0.841370497099213,-0.8251411698794378,-0.7550784446145106,-0.7105397362535892,-0.6654718682180747,-0.523835662394565,-0.6285669627239978,-0.622633991328613,-0.5257177174232095,-0.382049677191137,-0.35739650624420194,-0.4160147546742379,-0.17929963775534064,-0.141109512159717,-0.08867652798117276,0.16089606462913553,0.27945902469553996,0.1097926247155614,0.029489051169037328,0.5293458823236195,0.3325170881856305,0.20022306546784563,0.42186321974440943,0.6291521019870276,0.6608626028873894,0.3373024032500265,-0.70027347846106,-0.6772409719527854,-0.6415676730380739,-0.5793347778149391,-0.44092146745362404,-0.37046403568232944,-0.2990957189921578,-1.0,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,0.9333333333333333,-1.0,-0.9333333333333333,-0.8666666666666667,-0.7333333333333334,-0.6666666666666667,-0.5333333333333333,1.0,-1.0,-0.6,-0.19999999999999996,0.6000000000000001,1.0,-1.0,0.05606405545492377,0.04187846094857172,0.07192766267892814,-0.10533528625892308
-0.15136476426798873,-0.11709349688655712,0.04396273233765635,0.010908750409662993,-0.012781497261107222,-0.13797462428016327,-0.11971534247857973,-0.09191541700175065,-0.099673589100715,-0.08065660627276605,-0.06258574199347111,-0.08122427740195803,-0.09655139789015477,-0.12048819717110604,-0.15549135641396084,-0.13340478076510953,-0.0029355575229491615,-0.004426634360001902,-0.14887470294953709,-0.13116816550952948,-0.1343367037882678,-0.15549135641395873,-0.13349797306742395,-0.003028749825263577,-0.0045198266623163175,-0.166674432691859,-0.13116816550952737,-0.1345230883928985,-0.9374011910320367,-0.3241753290901793,-0.14311224698760638,-0.2516157570098051,-0.4018299625652242,-0.9474438683147798,-0.4008142268531033,-0.5477195597013054,-0.4937741183573128,-0.194440067502604,-0.1464012624348483,-0.2703060364512485,-0.306654208905737,-0.3108924698333482,-0.8301529734474291,-0.841370497099213,-0.8251411698794378,-0.7550784446145106,-0.7105397362535892,-0.6654718682180747,-0.6195990160275852,-0.6285669627239978,-0.622633991328613,-0.5257177174232095,-0.382049677191137,-0.35739650624420194,-0.4160147546742379,-0.5373085952229765,-0.141109512159717,-0.08867652798117276,0.16089606462913553,0.27945902469553996,0.1097926247155614,0.029489051169037328,-0.017406141444098355,0.3325170881856305,0.20022306546784563,0.42186321974440943,0.6291521019870276,0.6608626028873894,0.3373024032500265,0.16739879494800336,-0.6772409719527854,-0.6415676730380739,-0.5793347778149391,-0.44092146745362404,-0.37046403568232944,-0.2990957189921578,-0.2234015274032709,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,-1.0,-0.9333333333333333,-0.8666666666666667,-0.7333333333333334,-0.6666666666666667,-0.5333333333333333,-0.4666666666666667,-1.0,-0.6,-0.19999999999999996,0.6000000000000001,1.0,-1.0,-0.6,0.14047019744179134,0.11889869453247613,-0.23116781294154987,-0.06730132060302518
-0.11709349688655712,0.04396273233765635,0.010908750409662993,-0.012781497261107222,-0.13797462428016327,-0.11971534247857973,-0.13628915211386272,-0.099673589100715,-0.08065660627276605,-0.06258574199347111,-0.08122427740195803,-0.09655139789015477,-0.12048819717110604,-0.11783906523487386,-0.13340478076510953,-0.0029355575229491615,-0.004426634360001902,-0.14887470294953709,-0.13116816550952948,-0.1343367037882678,-0.14607893388006254,-0.13349797306742395,-0.003028749825263577,-0.0045198266623163175,-0.166674432691859,-0.13116816550952737,-0.1345230883928985,-0.14617212618237685,-0.3241753290901793,-0.14311224698760638,-0.2516157570098051,-0.4018299625652242,-0.9474438683147798,-0.4008142268531033,-0.35105955979324865,-0.4937741183573128,-0.194440067502604,-0.1464012624348483,-0.2703060364512485,-0.306654208905737,-0.3108924698333482,-0.3251549267123378,-0.841370497099213,-0.8251411698794378,-0.7550784446145106,-0.7105397362535892,-0.6654718682180747,-0.6195990160275852,-0.57446368013356,-0.622633991328613,-0.5257177174232095,-0.382049677191137,-0.35739650624420194,-0.4160147546742379,-0.5373085952229765,-0.6424299236336897,-0.08867652798117276,0.16089606462913553,0.27945902469553996,0.1097926247155614,0.029489051169037328,-0.017406141444098355,-0.14340571154773996,0.20022306546784563,0.42186321974440943,0.6291521019870276,0.6608626028873894,0.3373024032500265,0.16739879494800336,0.12723299125807697,-0.6415676730380739,-0.5793347778149391,-0.44092146745362404,-0.37046403568232944,-0.2990957189921578,-0.2234015274032709,-0.15871845582043476,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,-0.9333333333333333,-0.8666666666666667,-0.7333333333333334,-0.6666666666666667,-0.5333333333333333,-0.4666666666666667,-0.4,-0.6,-0.19999999999999996,0.6000000000000001,1.0,-1.0,-0.6,-0.19999999999999996,0.07192766267892814,-0.10533528625892308,-0.1469889848062682,0.0018943898835580512
0.04396273233765635,0.010908750409662993,-0.012781497261107222,-0.13797462428016327,-0.11971534247857973,-0.13628915211386272,-0.1263635938012071,-0.08065660627276605,-0.06258574199347111,-0.08122427740195803,-0.09655139789015477,-0.12048819717110604,-0.11783906523487386,-0.11131084724915952,-0.0029355575229491615,-0.004426634360001902,-0.14887470294953709,-0.13116816550952948,-0.1343367037882678,-0.14607893388006254,-0.15241601043753894,-0.003028749825263577,-0.0045198266623163175,-0.166674432691859,-0.13116816550952737,-0.1345230883928985,-0.14617212618237685,-0.15250920273985336,-0.14311224698760638,-0.2516157570098051,-0.4018299625652242,-0.9474438683147798,-0.4008142268531033,-0.35105955979324865,-0.26688455835975067,-0.194440067502604,-0.1464012624348483,-0.2703060364512485,-0.306654208905737,-0.3108924698333482,-0.3251549267123378,-0.3224773885275487,-0.8251411698794378,-0.7550784446145106,-0.7105397362535892,-0.6654718682180747,-0.6195990160275852,-0.57446368013356,-0.5312948338802419,-0.5257177174232095,-0.382049677191137,-0.35739650624420194,-0.4160147546742379,-0.5373085952229765,-0.6424299236336897,-0.6964238561438525,0.16089606462913553,0.27945902469553996,0.1097926247155614,0.029489051169037328,-0.017406141444098355,-0.14340571154773996,-0.18300169705856106,0.42186321974440943,0.6291521019870276,0.6608626028873894,0.3373024032500265,0.16739879494800336,0.12723299125807697,0.07070957249939247,-0.5793347778149391,-0.44092146745362404,-0.37046403568232944,-0.2990957189921578,-0.2234015274032709,-0.15871845582043476,-0.10973812372483704,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,-0.8666666666666667,-0.7333333333333334,-0.6666666666666667,-0.5333333333333333,-0.4666666666666667,-0.4,-0.33333333333333337,-0.19999999999999996,0.6000000000000001,1.0,-1.0,-0.6,-0.19999999999999996,0.19999999999999996,-0.23116781294154987,-0.06730132060302518,-0.13688556028170162,-0.011692433262645572
0.010908750409662993,-0.012781497261107222,-0.13797462428016327,-0.11971534247857973,-0.13628915211386272,-0.1263635938012071,-0.04864459946626665,-0.06258574199347111,-0.08122427740195803,-0.09655139789015477,-0.12048819717110604,-0.11783906523487386,-0.11131084724915952,-0.0841572449027862,-0.004426634360001902,-0.14887470294953709,-0.13116816550952948,-0.1343367037882678,-0.14607893388006254,-0.15241601043753894,-0.04272867061180807,-0.0045198266623163175,-0.166674432691859,-0.13116816550952737,-0.1345230883928985,-0.14617212618237685,-0.15250920273985336,-0.0429150552164389,-0.2516157570098051,-0.4018299625652242,-0.9474438683147798,-0.4008142268531033,-0.35105955979324865,-0.26688455835975067,-0.24881429238443964,-0.1464012624348483,-0.2703060364512485,-0.306654208905737,-0.3108924698333482,-0.3251549267123378,-0.3224773885275487,-0.09784799542429046,-0.7550784446145106,-0.7105397362535892,-0.6654718682180747,-0.6195990160275852,-0.57446368013356,-0.5312948338802419,-0.49177322068405793,-0.382049677191137,-0.35739650624420194,-0.4160147546742379,-0.5373085952229765,-0.6424299236336897,-0.6964238561438525,-0.6226040910988199,0.27945902469553996,0.1097926247155614,0.029489051169037328,-0.017406141444098355,-0.14340571154773996,-0.18300169705856106,0.3008884404508798,0.6291521019870276,0.6608626028873894,0.3373024032500265,0.16739879494800336,0.12723299125807697,0.07070957249939247,-0.0098463465241041,-0.44092146745362404,-0.37046403568232944,-0.2990957189921578,-0.2234015274032709,-0.15871845582043476,-0.10973812372483704,-0.07951856404877178,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,-0.7333333333333334,-0.6666666666666667,-0.5333333333333333,-0.4666666666666667,-0.4,-0.33333333333333337,-0.2666666666666667,0.6000000000000001,1.0,-1.0,-0.6,-0.19999999999999996,0.19999999999999996,0.6000000000000001,-0.1469889848062682,0.0018943898835580512,0.07130380648643429,0.08284645278001701
-0.012781497261107222,-0.13797462428016327,-0.11971534247857973,-0.13628915211386272,-0.1263635938012071,-0.04864459946626665,-0.041153612060490063,-0.08122427740195803,-0.09655139789015477,-0.12048819717110604,-0.11783906523487386,-0.11131084724915952,-0.0841572449027862,-0.016888216093476904,-0.14887470294953709,-0.13116816550952948,-0.1343367037882678,-0.14607893388006254,-0.15241601043753894,-0.04272867061180807,-0.07851451470108683,-0.166674432691859,-0.13116816550952737,-0.1345230883928985,-0.14617212618237685,-0.15250920273985336,-0.0429150552164389,-0.0714318997250809,-0.4018299625652242,-0.9474438683147798,-0.4008142268531033,-0.35105955979324865,-0.26688455835975067,-0.24881429238443964,-0.5131021715446555,-0.2703060364512485,-0.306654208905737,-0.3108924698333482,-0.3251549267123378,-0.3224773885275487,-0.09784799542429046,-0.09644409337637538,-0.7105397362535892,-0.6654718682180747,-0.6195990160275852,-0.57446368013356,-0.5312948338802419,-0.49177322068405793,-0.4515961109409715,-0.35739650624420194,-0.4160147546742379,-0.5373085952229765,-0.6424299236336897,-0.6964238561438525,-0.6226040910988199,-0.5413387024904327,0.1097926247155614,0.029489051169037328,-0.017406141444098355,-0.14340571154773996,-0.18300169705856106,0.3008884404508798,0.2529651111461595,0.6608626028873894,0.3373024032500265,0.16739879494800336,0.12723299125807697,0.07070957249939247,-0.0098463465241041,-0.06993071262563011,-0.37046403568232944,-0.2990957189921578,-0.2234015274032709,-0.15871845582043476,-0.10973812372483704,-0.07951856404877178,-0.051912601607476905,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,-0.6666666666666667,-0.5333333333333333,-0.4666666666666667,-0.4,-0.33333333333333337,-0.2666666666666667,-0.19999999999999996,1.0,-1.0,-0.6,-0.19999999999999996,0.19999999999999996,0.6000000000000001,1.0,-0.11181341874236848,-0.011692433262645572,0.10205427169257651,0.015028100250230379
-0.13797462428016327,-0.11971534247857973,-0.13628915211386272,-0.1263635938012071,-0.04864459946626665,-0.041153612060490063,-0.060723816658082796,-0.09655139789015477,-0.12048819717110604,-0.11783906523487386,-0.11131084724915952,-0.0841572449027862,-0.016888216093476904,-0.008183925445858442,-0.13116816550952948,-0.1343367037882678,-0.14607893388006254,-0.15241601043753894,-0.04272867061180807,-0.07851451470108683,-0.054750477610550075,-0.13116816550952737,-0.1345230883928985,-0.14617212618237685,-0.15250920273985336,-0.0429150552164389,-0.0714318997250809,-0.05512324681981173,-0.9474438683147798,-0.4008142268531033,-0.35105955979324865,-0.26688455835975067,-0.24881429238443964,-0.5131021715446555,-0.9383841610760245,-0.306654208905737,-0.3108924698333482,-0.3251549267123378,-0.3224773885275487,-0.09784799542429046,-0.09644409337637538,-0.07104440900259634,-0.6654718682180747,-0.6195990160275852,-0.57446368013356,-0.5312948338802419,-0.49177322068405793,-0.4515961109409715,-0.41441007625852366,-0.4160147546742379,-0.5373085952229765,-0.6424299236336897,-0.6964238561438525,-0.6226040910988199,-0.5413387024904327,-0.4709086990514506,0.029489051169037328,-0.017406141444098355,-0.14340571154773996,-0.18300169705856106,0.3008884404508798,0.2529651111461595,0.2554941916736213,0.3373024032500265,0.16739879494800336,0.12723299125807697,0.07070957249939247,-0.0098463465241041,-0.06993071262563011,-0.15093213949691886,-0.2990957189921578,-0.2234015274032709,-0.15871845582043476,-0.10973812372483704,-0.07951856404877178,-0.051912601607476905,-0.04333057542651886,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,-0.5333333333333333,-0.4666666666666667,-0.4,-0.33333333333333337,-0.2666666666666667,-0.19999999999999996,-0.06666666666666665,-1.0,-0.6,-0.19999999999999996,0.19999999999999996,0.6000000000000001,1.0,-1.0,0.14727712594336206,0.08284645278001701,0.14655531354699314,0.03690017375797772
-0.11971534247857973,-0.13628915211386272,-0.1263635938012071,-0.04864459946626665,-0.041153612060490063,-0.060723816658082796,-0.05445011470574479,-0.12048819717110604,-0.11783906523487386,-0.11131084724915952,-0.0841572449027862,-0.016888216093476904,-0.008183925445858442,-0.0741283882870517,-0.1343367037882678,-0.14607893388006254,-0.15241601043753894,-0.04272867061180807,-0.07851451470108683,-0.054750477610550075,-0.1066585900004674,-0.1345230883928985,-0.14617212618237685,-0.15250920273985336,-0.0429150552164389,-0.0714318997250809,-0.05512324681981173,-0.1067517823027817,-0.4008142268531033,-0.35105955979324865,-0.26688455835975067,-0.24881429238443964,-0.5131021715446555,-0.9383841610760245,-0.5057135133806797,-0.3108924698333482,-0.3251549267123378,-0.3224773885275487,-0.09784799542429046,-0.09644409337637538,-0.07104440900259634,-0.15986905345600555,-0.6195990160275852,-0.57446368013356,-0.5312948338802419,-0.49177322068405793,-0.4515961109409715,-0.41441007625852366,-0.37757527131008684,-0.5373085952229765,-0.6424299236336897,-0.6964238561438525,-0.6226040910988199,-0.5413387024904327,-0.4709086990514506,-0.5867946845247944,-0.017406141444098355,-0.14340571154773996,-0.18300169705856106,0.3008884404508798,0.2529651111461595,0.2554941916736213,0.007610639920042628,0.16739879494800336,0.12723299125807697,0.07070957249939247,-0.0098463465241041,-0.06993071262563011,-0.15093213949691886,-0.12344928999133908,-0.2234015274032709,-0.15871845582043476,-0.10973812372483704,-0.07951856404877178,-0.051912601607476905,-0.04333057542651886,-0.034848221589566686,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,-0.4666666666666667,-0.4,-0.33333333333333337,-0.2666666666666667,-0.19999999999999996,-0.06666666666666665,0.0,-0.6,-0.19999999999999996,0.19999999999999996,0.6000000000000001,1.0,-1.0,-0.6,0.11075856234019496,0.015028100250230379,0.1332324149073962,0.030105493104095157
