index,CLOSE_15m_tick_1,CLOSE_30m_tick_1,CLOSE_15m_tick_2,CLOSE_30m_tick_2,CLOSE_15m_tick_3,CLOSE_30m_tick_3,CLOSE_15m_tick_4,CLOSE_30m_tick_4,CLOSE_15m_tick_5,CLOSE_30m_tick_5,CLOSE_15m_tick_6,CLOSE_30m_tick_6,CLOSE_15m_tick_7,CLOSE_30m_tick_7,CLOSE_15m_tick_8,CLOSE_30m_tick_8
2005-05-09 13:00:00,1.2833,1.2833,1.2836,1.2838,1.2838,1.2839,1.2839,1.2837,1.2839,1.2823,1.2837,1.2822,1.2837,1.2818,1.283,1.2818
2005-05-09 14:00:00,1.2826,1.2826,1.2827,1.2829,1.2829,1.2833,1.283,1.2838,1.2833,1.2839,1.2836,1.2837,1.2838,1.2823,1.2839,1.2822
2005-05-09 15:00:00,1.2814,1.2814,1.2814,1.2825,1.2825,1.2826,1.2824,1.2829,1.2826,1.2833,1.2827,1.2838,1.2829,1.2839,1.283,1.2837
2005-05-09 16:00:00,1.2828,1.2828,1.2829,1.2826,1.2826,1.2814,1.2823,1.2825,1.2814,1.2826,1.2814,1.2829,1.2825,1.2833,1.2824,1.2838
2005-05-09 17:00:00,1.2827,1.2827,1.2831,1.2823,1.2823,1.2828,1.2817,1.2826,1.2828,1.2814,1.2829,1.2825,1.2826,1.2826,1.2823,1.2829
2005-05-09 18:00:00,1.284,1.284,1.2833,1.284,1.284,1.2827,1.2831,1.2823,1.2827,1.2828,1.2831,1.2826,1.2823,1.2814,1.2817,1.2825
2005-05-09 19:00:00,1.283,1.283,1.2834,1.2836,1.2836,1.284,1.2831,1.284,1.284,1.2827,1.2833,1.2823,1.284,1.2828,1.2831,1.2826
2005-05-09 20:00:00,1.2827,1.2827,1.2829,1.283,1.283,1.283,1.2829,1.2836,1.283,1.284,1.2834,1.284,1.2836,1.2827,1.2831,1.2823
2005-05-09 21:00:00,1.2826,1.2826,1.2836,1.2827,1.2827,1.2827,1.2825,1.283,1.2827,1.283,1.2829,1.2836,1.283,1.284,1.2829,1.284
2005-05-09 22:00:00,1.2843,1.2843,1.2841,1.2838,1.2838,1.2826,1.2835,1.2827,1.2826,1.2827,1.2836,1.283,1.2827,1.283,1.2825,1.2836
2005-05-09 23:00:00,1.2843,1.2843,1.2847,1.2845,1.2845,1.2843,1.2844,1.2838,1.2843,1.2826,1.2841,1.2827,1.2838,1.2827,1.2835,1.283
2005-05-10 00:00:00,1.2863,1.2863,1.287,1.2868,1.2868,1.2843,1.2878,1.2845,1.2843,1.2843,1.2847,1.2838,1.2845,1.2826,1.2844,1.2827
2005-05-10 01:00:00,1.2854,1.2854,1.2853,1.2852,1.2852,1.2863,1.2863,1.2868,1.2863,1.2843,1.287,1.2845,1.2868,1.2843,1.2878,1.2838
2005-05-10 02:00:00,1.2845,1.2845,1.2845,1.2848,1.2848,1.2854,1.2845,1.2852,1.2854,1.2863,1.2853,1.2868,1.2852,1.2843,1.2863,1.2845
2005-05-10 03:00:00,1.2839,1.2839,1.2841,1.284,1.284,1.2845,1.2841,1.2848,1.2845,1.2854,1.2845,1.2852,1.2848,1.2863,1.2845,1.2868
2005-05-10 04:00:00,1.2844,1.2844,1.2842,1.284,1.284,1.2839,1.2839,1.284,1.2839,1.2845,1.2841,1.2848,1.284,1.2854,1.2841,1.2852
2005-05-10 05:00:00,1.2849,1.2849,1.2845,1.2845,1.2845,1.2844,1.2844,1.284,1.2844,1.2839,1.2842,1.284,1.284,1.2845,1.2839,1.2848
2005-05-10 06:00:00,1.2853,1.2853,1.2852,1.2849,1.2849,1.2849,1.2852,1.2845,1.2849,1.2844,1.2845,1.284,1.2845,1.2839,1.2844,1.284
2005-05-10 07:00:00,1.2852,1.2852,1.285,1.2853,1.2853,1.2853,1.2855,1.2849,1.2853,1.2849,1.2852,1.2845,1.2849,1.2844,1.2852,1.284
2005-05-10 08:00:00,1.2842,1.2842,1.2848,1.2846,1.2846,1.2852,1.2846,1.2853,1.2852,1.2853,1.285,1.2849,1.2853,1.2849,1.2855,1.2845
2005-05-10 09:00:00,1.2836,1.2836,1.2828,1.2833,1.2833,1.2842,1.2846,1.2846,1.2842,1.2852,1.2848,1.2853,1.2846,1.2853,1.2846,1.2849
2005-05-10 10:00:00,1.2827,1.2827,1.2819999999999998,1.2826,1.2826,1.2836,1.2827,1.2833,1.2836,1.2842,1.2828,1.2846,1.2833,1.2852,1.2846,1.2853
2005-05-10 11:00:00,1.2846,1.2846,1.2836,1.2823,1.2823,1.2827,1.2825,1.2826,1.2827,1.2836,1.2819999999999998,1.2833,1.2826,1.2842,1.2827,1.2846
2005-05-10 12:00:00,1.2849,1.2849,1.2852,1.2851,1.2851,1.2846,1.2855,1.2823,1.2846,1.2827,1.2836,1.2826,1.2823,1.2836,1.2825,1.2833
2005-05-10 13:00:00,1.2856,1.2856,1.2845,1.2846,1.2846,1.2849,1.2847,1.2851,1.2849,1.2846,1.2852,1.2823,1.2851,1.2827,1.2855,1.2826
2005-05-10 14:00:00,1.286,1.286,1.2863,1.2857,1.2857,1.2856,1.2865,1.2846,1.2856,1.2849,1.2845,1.2851,1.2846,1.2846,1.2847,1.2823
2005-05-10 15:00:00,1.2866,1.2866,1.2865,1.286,1.286,1.286,1.2857,1.2857,1.286,1.2856,1.2863,1.2846,1.2857,1.2849,1.2865,1.2851
2005-05-10 16:00:00,1.2867,1.2867,1.2863,1.2861,1.2861,1.2866,1.2852,1.286,1.2866,1.286,1.2865,1.2857,1.286,1.2856,1.2857,1.2846
2005-05-10 17:00:00,1.2878,1.2878,1.2871,1.2862,1.2862,1.2867,1.2866,1.2861,1.2867,1.2866,1.2863,1.286,1.2861,1.286,1.2852,1.2857
2005-05-10 18:00:00,1.2876,1.2876,1.2869,1.2869,1.2869,1.2878,1.2868,1.2862,1.2878,1.2867,1.2871,1.2861,1.2862,1.2866,1.2866,1.286
2005-05-10 19:00:00,1.2878,1.2878,1.2877,1.2875,1.2875,1.2876,1.2877,1.2869,1.2876,1.2878,1.2869,1.2862,1.2869,1.2867,1.2868,1.2861
2005-05-10 20:00:00,1.2874,1.2874,1.2874,1.2873,1.2873,1.2878,1.2879,1.2875,1.2878,1.2876,1.2877,1.2869,1.2875,1.2878,1.2877,1.2862
2005-05-10 21:00:00,1.2872,1.2872,1.2873,1.2879,1.2879,1.2874,1.2875,1.2873,1.2874,1.2878,1.2874,1.2875,1.2873,1.2876,1.2879,1.2869
2005-05-10 22:00:00,1.2874,1.2874,1.2866,1.2868,1.2868,1.2872,1.2873,1.2879,1.2872,1.2874,1.2873,1.2873,1.2879,1.2878,1.2875,1.2875
2005-05-10 23:00:00,1.2885,1.2885,1.2873,1.2871,1.2871,1.2874,1.2872,1.2868,1.2874,1.2872,1.2866,1.2879,1.2868,1.2874,1.2873,1.2873
2005-05-11 00:00:00,1.2879,1.2879,1.2882,1.288,1.288,1.2885,1.2881,1.2871,1.2885,1.2874,1.2873,1.2868,1.2871,1.2872,1.2872,1.2879
2005-05-11 01:00:00,1.2887,1.2887,1.2882,1.2883,1.2883,1.2879,1.2879,1.288,1.2879,1.2885,1.2882,1.2871,1.288,1.2874,1.2881,1.2868
2005-05-11 02:00:00,1.2879,1.2879,1.2881,1.2884,1.2884,1.2887,1.2885,1.2883,1.2887,1.2879,1.2882,1.288,1.2883,1.2885,1.2879,1.2871
2005-05-11 03:00:00,1.288,1.288,1.288,1.2878,1.2878,1.2879,1.2877,1.2884,1.2879,1.2887,1.2881,1.2883,1.2884,1.2879,1.2885,1.288
2005-05-11 04:00:00,1.2889,1.2889,1.2887,1.2884,1.2884,1.288,1.2879,1.2878,1.288,1.2879,1.288,1.2884,1.2878,1.2887,1.2877,1.2883
2005-05-11 05:00:00,1.2872,1.2872,1.2875,1.2882,1.2882,1.2889,1.2884,1.2884,1.2889,1.288,1.2887,1.2878,1.2884,1.2879,1.2879,1.2884
2005-05-11 06:00:00,1.2873,1.2873,1.2868,1.2871,1.2871,1.2872,1.2868,1.2882,1.2872,1.2889,1.2875,1.2884,1.2882,1.288,1.2884,1.2878
2005-05-11 07:00:00,1.2869,1.2869,1.2865,1.2865,1.2865,1.2873,1.287,1.2871,1.2873,1.2872,1.2868,1.2882,1.2871,1.2889,1.2868,1.2884
2005-05-11 08:00:00,1.2873,1.2873,1.2868,1.2867,1.2867,1.2869,1.2869,1.2865,1.2869,1.2873,1.2865,1.2871,1.2865,1.2872,1.287,1.2882
2005-05-11 09:00:00,1.289,1.289,1.2886,1.2875,1.2875,1.2873,1.2872,1.2867,1.2873,1.2869,1.2868,1.2865,1.2867,1.2873,1.2869,1.2871
2005-05-11 10:00:00,1.2892,1.2892,1.2884,1.289,1.289,1.289,1.2881,1.2875,1.289,1.2873,1.2886,1.2867,1.2875,1.2869,1.2872,1.2865
2005-05-11 11:00:00,1.2887,1.2887,1.289,1.2884,1.2884,1.2892,1.289,1.289,1.2892,1.289,1.2884,1.2875,1.289,1.2873,1.2881,1.2867
2005-05-11 12:00:00,1.2887,1.2887,1.2896,1.2895,1.2895,1.2887,1.289,1.2884,1.2887,1.2892,1.289,1.289,1.2884,1.289,1.289,1.2875
2005-05-11 13:00:00,1.2889,1.2889,1.289,1.289,1.289,1.2887,1.2885,1.2895,1.2887,1.2887,1.2896,1.2884,1.2895,1.2892,1.289,1.289
2005-05-11 14:00:00,1.2881,1.2881,1.2885,1.2886,1.2886,1.2889,1.2889,1.289,1.2889,1.2887,1.289,1.2895,1.289,1.2887,1.2885,1.2884
2005-05-11 15:00:00,1.28,1.28,1.2828,1.2879,1.2879,1.2881,1.2884,1.2886,1.2881,1.2889,1.2885,1.289,1.2886,1.2887,1.2889,1.2895
2005-05-11 16:00:00,1.2803,1.2803,1.2802,1.2798,1.2798,1.28,1.2793,1.2879,1.28,1.2881,1.2828,1.2886,1.2879,1.2889,1.2884,1.289
2005-05-11 17:00:00,1.2818,1.2818,1.2808,1.2804,1.2804,1.2803,1.2797,1.2798,1.2803,1.28,1.2802,1.2879,1.2798,1.2881,1.2793,1.2886
2005-05-11 18:00:00,1.2804,1.2804,1.2808,1.2815,1.2815,1.2818,1.2821,1.2804,1.2818,1.2803,1.2808,1.2798,1.2804,1.28,1.2797,1.2879
2005-05-11 19:00:00,1.2811,1.2811,1.2811,1.2812,1.2812,1.2804,1.2814,1.2815,1.2804,1.2818,1.2808,1.2804,1.2815,1.2803,1.2821,1.2798
2005-05-11 20:00:00,1.2815,1.2815,1.2806,1.2808,1.2808,1.2811,1.281,1.2812,1.2811,1.2804,1.2811,1.2815,1.2812,1.2818,1.2814,1.2804
2005-05-11 21:00:00,1.2798,1.2798,1.2795,1.2796,1.2796,1.2815,1.28,1.2808,1.2815,1.2811,1.2806,1.2812,1.2808,1.2804,1.281,1.2815
2005-05-11 22:00:00,1.2805,1.2805,1.2805,1.2806,1.2806,1.2798,1.2799,1.2796,1.2798,1.2815,1.2795,1.2808,1.2796,1.2811,1.28,1.2812
2005-05-11 23:00:00,1.2816,1.2816,1.2808,1.2807,1.2807,1.2805,1.2808,1.2806,1.2805,1.2798,1.2805,1.2796,1.2806,1.2815,1.2799,1.2808
2005-05-12 00:00:00,1.2806,1.2806,1.2808,1.2801,1.2801,1.2816,1.2803,1.2807,1.2816,1.2805,1.2808,1.2806,1.2807,1.2798,1.2808,1.2796
2005-05-12 01:00:00,1.2817,1.2817,1.2806,1.2807,1.2807,1.2806,1.2803,1.2801,1.2806,1.2816,1.2808,1.2807,1.2801,1.2805,1.2803,1.2806
2005-05-12 02:00:00,1.2805,1.2805,1.2806,1.2806,1.2806,1.2817,1.2808,1.2807,1.2817,1.2806,1.2806,1.2801,1.2807,1.2816,1.2803,1.2807
2005-05-12 03:00:00,1.2794,1.2794,1.2795,1.2796,1.2796,1.2805,1.2797,1.2806,1.2805,1.2817,1.2806,1.2807,1.2806,1.2806,1.2808,1.2801
2005-05-12 04:00:00,1.2795,1.2795,1.2788,1.2787,1.2787,1.2794,1.2792,1.2796,1.2794,1.2805,1.2795,1.2806,1.2796,1.2817,1.2797,1.2807
2005-05-12 05:00:00,1.2795,1.2795,1.2797,1.2795,1.2795,1.2795,1.2796,1.2787,1.2795,1.2794,1.2788,1.2796,1.2787,1.2805,1.2792,1.2806
2005-05-12 06:00:00,1.2808,1.2808,1.2802,1.2797,1.2797,1.2795,1.2799,1.2795,1.2795,1.2795,1.2797,1.2787,1.2795,1.2794,1.2796,1.2796
2005-05-12 07:00:00,1.2794,1.2794,1.2793,1.2803,1.2803,1.2808,1.2807,1.2797,1.2808,1.2795,1.2802,1.2795,1.2797,1.2795,1.2799,1.2787
2005-05-12 08:00:00,1.279,1.279,1.2793,1.2789,1.2789,1.2794,1.2792,1.2803,1.2794,1.2808,1.2793,1.2797,1.2803,1.2795,1.2807,1.2795
2005-05-12 09:00:00,1.2754,1.2754,1.2788,1.2785,1.2785,1.279,1.2793,1.2789,1.279,1.2794,1.2793,1.2803,1.2789,1.2808,1.2792,1.2797
2005-05-12 10:00:00,1.2764,1.2764,1.2761,1.2755,1.2755,1.2754,1.2768,1.2785,1.2754,1.279,1.2788,1.2789,1.2785,1.2794,1.2793,1.2803
2005-05-12 11:00:00,1.2766,1.2766,1.2761,1.2766,1.2766,1.2764,1.2758,1.2755,1.2764,1.2754,1.2761,1.2785,1.2755,1.279,1.2768,1.2789
2005-05-12 12:00:00,1.2772,1.2772,1.2769,1.2775,1.2775,1.2766,1.2769,1.2766,1.2766,1.2764,1.2761,1.2755,1.2766,1.2754,1.2758,1.2785
2005-05-12 13:00:00,1.2777,1.2777,1.2769,1.2773,1.2773,1.2772,1.2769,1.2775,1.2772,1.2766,1.2769,1.2766,1.2775,1.2764,1.2769,1.2755
2005-05-12 14:00:00,1.277,1.277,1.2766,1.2763,1.2763,1.2777,1.2767,1.2773,1.2777,1.2772,1.2769,1.2775,1.2773,1.2766,1.2769,1.2766
2005-05-12 15:00:00,1.2708,1.2708,1.2717,1.2761,1.2761,1.277,1.2768,1.2763,1.277,1.2777,1.2766,1.2773,1.2763,1.2772,1.2767,1.2775
2005-05-12 16:00:00,1.2713,1.2713,1.2716,1.2715,1.2715,1.2708,1.2718,1.2761,1.2708,1.277,1.2717,1.2763,1.2761,1.2777,1.2768,1.2773
2005-05-12 17:00:00,1.271,1.271,1.2711,1.2698,1.2698,1.2713,1.2708,1.2715,1.2713,1.2708,1.2716,1.2761,1.2715,1.277,1.2718,1.2763
2005-05-12 18:00:00,1.2708,1.2708,1.2716,1.2714,1.2714,1.271,1.2714,1.2698,1.271,1.2713,1.2711,1.2715,1.2698,1.2708,1.2708,1.2761
2005-05-12 19:00:00,1.2702,1.2702,1.2707,1.2706,1.2706,1.2708,1.2707,1.2714,1.2708,1.271,1.2716,1.2698,1.2714,1.2713,1.2714,1.2715
2005-05-12 20:00:00,1.2706,1.2706,1.2705,1.2709,1.2709,1.2702,1.2709,1.2706,1.2702,1.2708,1.2707,1.2714,1.2706,1.271,1.2707,1.2698
2005-05-12 21:00:00,1.271,1.271,1.2699,1.2707,1.2707,1.2706,1.2702,1.2709,1.2706,1.2702,1.2705,1.2706,1.2709,1.2708,1.2709,1.2714
2005-05-12 22:00:00,1.2707,1.2707,1.2704,1.2699,1.2699,1.271,1.2702,1.2707,1.271,1.2706,1.2699,1.2709,1.2707,1.2702,1.2702,1.2706
2005-05-12 23:00:00,1.2696,1.2696,1.2696,1.2703,1.2703,1.2707,1.2707,1.2699,1.2707,1.271,1.2704,1.2707,1.2699,1.2706,1.2702,1.2709
2005-05-13 00:00:00,1.2679,1.2679,1.2671,1.267,1.267,1.2696,1.2671,1.2703,1.2696,1.2707,1.2696,1.2699,1.2703,1.271,1.2707,1.2707
2005-05-13 01:00:00,1.2677,1.2677,1.2688,1.2686,1.2686,1.2679,1.2689,1.267,1.2679,1.2696,1.2671,1.2703,1.267,1.2707,1.2671,1.2699
2005-05-13 02:00:00,1.268,1.268,1.2678,1.2679,1.2679,1.2677,1.2677,1.2686,1.2677,1.2679,1.2688,1.267,1.2686,1.2696,1.2689,1.2703
2005-05-13 03:00:00,1.2677,1.2677,1.2683,1.2685,1.2685,1.268,1.2681,1.2679,1.268,1.2677,1.2678,1.2686,1.2679,1.2679,1.2677,1.267
2005-05-13 04:00:00,1.2686,1.2686,1.2678,1.2677,1.2677,1.2677,1.2675,1.2685,1.2677,1.268,1.2683,1.2679,1.2685,1.2677,1.2681,1.2686
2005-05-13 05:00:00,1.2684,1.2684,1.2687,1.2684,1.2684,1.2686,1.2681,1.2677,1.2686,1.2677,1.2678,1.2685,1.2677,1.268,1.2675,1.2679
2005-05-13 06:00:00,1.2675,1.2675,1.2672,1.2677,1.2677,1.2684,1.268,1.2684,1.2684,1.2686,1.2687,1.2677,1.2684,1.2677,1.2681,1.2685
2005-05-13 07:00:00,1.2671,1.2671,1.2675,1.2672,1.2672,1.2675,1.2678,1.2677,1.2675,1.2684,1.2672,1.2684,1.2677,1.2686,1.268,1.2677
2005-05-13 08:00:00,1.2673,1.2673,1.2674,1.2672,1.2672,1.2671,1.2672,1.2672,1.2671,1.2675,1.2675,1.2677,1.2672,1.2684,1.2678,1.2684
2005-05-13 09:00:00,1.2676,1.2676,1.2685,1.268,1.268,1.2673,1.2677,1.2672,1.2673,1.2671,1.2674,1.2672,1.2672,1.2675,1.2672,1.2677
2005-05-13 10:00:00,1.2676,1.2676,1.2676,1.2675,1.2675,1.2676,1.2683,1.268,1.2676,1.2673,1.2685,1.2672,1.268,1.2671,1.2677,1.2672
2005-05-13 11:00:00,1.266,1.266,1.2672,1.2677,1.2677,1.2676,1.2672,1.2675,1.2676,1.2676,1.2676,1.268,1.2675,1.2673,1.2683,1.2672
2005-05-13 12:00:00,1.2642,1.2642,1.2637,1.2657,1.2657,1.266,1.2665,1.2677,1.266,1.2676,1.2672,1.2675,1.2677,1.2676,1.2672,1.268
2005-05-13 13:00:00,1.2631,1.2631,1.2635,1.2637,1.2637,1.2642,1.2641,1.2657,1.2642,1.266,1.2637,1.2677,1.2657,1.2676,1.2665,1.2675
2005-05-13 14:00:00,1.2629,1.2629,1.2627,1.2624,1.2624,1.2631,1.2629,1.2637,1.2631,1.2642,1.2635,1.2657,1.2637,1.266,1.2641,1.2677
2005-05-13 15:00:00,1.2632,1.2632,1.2625,1.2625,1.2625,1.2629,1.2633,1.2624,1.2629,1.2631,1.2627,1.2637,1.2624,1.2642,1.2629,1.2657
2005-05-13 16:00:00,1.2627,1.2627,1.2639,1.2645,1.2645,1.2632,1.2627,1.2625,1.2632,1.2629,1.2625,1.2624,1.2625,1.2631,1.2633,1.2637
2005-05-13 17:00:00,1.2646,1.2646,1.2636,1.2634,1.2634,1.2627,1.2636,1.2645,1.2627,1.2632,1.2639,1.2625,1.2645,1.2629,1.2627,1.2624
2005-05-13 18:00:00,1.2643,1.2643,1.2642,1.263,1.263,1.2646,1.2642,1.2634,1.2646,1.2627,1.2636,1.2645,1.2634,1.2632,1.2636,1.2625
2005-05-13 19:00:00,1.263,1.263,1.2636,1.2638,1.2638,1.2643,1.264,1.263,1.2643,1.2646,1.2642,1.2634,1.263,1.2627,1.2642,1.2645
2005-05-13 20:00:00,1.2633,1.2633,1.2627,1.263,1.263,1.263,1.2629,1.2638,1.263,1.2643,1.2636,1.263,1.2638,1.2646,1.264,1.2634
2005-05-13 21:00:00,1.2626,1.2626,1.2626,1.2628,1.2628,1.2633,1.2621,1.263,1.2633,1.263,1.2627,1.2638,1.263,1.2643,1.2629,1.263
2005-05-13 22:00:00,1.2622,1.2622,1.262,1.2618,1.2618,1.2626,1.2616,1.2628,1.2626,1.2633,1.2626,1.263,1.2628,1.263,1.2621,1.2638
2005-05-13 23:00:00,1.2631,1.2631,1.2625,1.2628,1.2628,1.2622,1.2623,1.2618,1.2622,1.2626,1.262,1.2628,1.2618,1.2633,1.2616,1.263
2005-05-14 00:00:00,1.2614,1.2614,1.2609,1.2619,1.2619,1.2631,1.2625,1.2628,1.2631,1.2622,1.2625,1.2618,1.2628,1.2626,1.2623,1.2628
2005-05-14 01:00:00,,,,,,1.2614,,1.2619,1.2614,1.2631,1.2609,1.2628,1.2619,1.2622,1.2625,1.2618
2005-05-14 02:00:00,,,,,,,,,,1.2614,,1.2619,,1.2631,,1.2628
2005-05-14 03:00:00,,,,,,,,,,,,,,1.2614,,1.2619
2005-05-14 04:00:00,,,,,,,,,,,,,,,,
2005-05-14 05:00:00,,,,,,,,,,,,,,,,
2005-05-14 06:00:00,,,,,,,,,,,,,,,,
2005-05-14 07:00:00,,,,,,,,,,,,,,,,
2005-05-14 08:00:00,,,,,,,,,,,,,,,,
2005-05-14 09:00:00,,,,,,,,,,,,,,,,
2005-05-14 10:00:00,,,,,,,,,,,,,,,,
2005-05-14 11:00:00,,,,,,,,,,,,,,,,
2005-05-14 12:00:00,,,,,,,,,,,,,,,,
2005-05-14 13:00:00,,,,,,,,,,,,,,,,
2005-05-14 14:00:00,,,,,,,,,,,,,,,,
2005-05-14 15:00:00,,,,,,,,,,,,,,,,
2005-05-14 16:00:00,,,,,,,,,,,,,,,,
2005-05-14 17:00:00,,,,,,,,,,,,,,,,
2005-05-14 18:00:00,,,,,,,,,,,,,,,,
2005-05-14 19:00:00,,,,,,,,,,,,,,,,
2005-05-14 20:00:00,,,,,,,,,,,,,,,,
2005-05-14 21:00:00,,,,,,,,,,,,,,,,
2005-05-14 22:00:00,,,,,,,,,,,,,,,,
2005-05-14 23:00:00,,,,,,,,,,,,,,,,
2005-05-15 00:00:00,,,,,,,,,,,,,,,,
2005-05-15 01:00:00,,,,,,,,,,,,,,,,
2005-05-15 02:00:00,,,,,,,,,,,,,,,,
2005-05-15 03:00:00,,,,,,,,,,,,,,,,
2005-05-15 04:00:00,,,,,,,,,,,,,,,,
2005-05-15 05:00:00,,,,,,,,,,,,,,,,
2005-05-15 06:00:00,,,,,,,,,,,,,,,,
2005-05-15 07:00:00,,,,,,,,,,,,,,,,
2005-05-15 08:00:00,,,,,,,,,,,,,,,,
2005-05-15 09:00:00,,,,,,,,,,,,,,,,
2005-05-15 10:00:00,,,,,,,,,,,,,,,,
2005-05-15 11:00:00,,,,,,,,,,,,,,,,
2005-05-15 12:00:00,,,,,,,,,,,,,,,,
2005-05-15 13:00:00,,,,,,,,,,,,,,,,
2005-05-15 14:00:00,,,,,,,,,,,,,,,,
2005-05-15 15:00:00,,,,,,,,,,,,,,,,
2005-05-15 16:00:00,,,,,,,,,,,,,,,,
2005-05-15 17:00:00,,,,,,,,,,,,,,,,
2005-05-15 18:00:00,,,,,,,,,,,,,,,,
2005-05-15 19:00:00,,,,,,,,,,,,,,,,
2005-05-15 20:00:00,,,,,,,,,,,,,,,,
2005-05-15 21:00:00,,,,,,,,,,,,,,,,
2005-05-15 22:00:00,,,,,,,,,,,,,,,,
2005-05-15 23:00:00,,,,,,,,,,,,,,,,
2005-05-16 00:00:00,,,,,,,,,,,,,,,,
2005-05-16 01:00:00,1.2602,1.2602,1.2611,1.2614,1.2614,,1.2619,,,,,,,,,
2005-05-16 02:00:00,1.2604,1.2604,1.2602,1.2599,1.2599,1.2602,1.2591,1.2614,1.2602,,1.2611,,1.2614,,1.2619,
2005-05-16 03:00:00,1.2608,1.2608,1.2606,1.2609,1.2609,1.2604,1.2605,1.2599,1.2604,1.2602,1.2602,1.2614,1.2599,,1.2591,
2005-05-16 04:00:00,1.261,1.261,1.2605,1.2603,1.2603,1.2608,1.2606,1.2609,1.2608,1.2604,1.2606,1.2599,1.2609,1.2602,1.2605,1.2614
2005-05-16 05:00:00,1.2608,1.2608,1.2604,1.2604,1.2604,1.261,1.2604,1.2603,1.261,1.2608,1.2605,1.2609,1.2603,1.2604,1.2606,1.2599
2005-05-16 06:00:00,1.2604,1.2604,1.2608,1.2605,1.2605,1.2608,1.2607,1.2604,1.2608,1.261,1.2604,1.2603,1.2604,1.2608,1.2604,1.2609
2005-05-16 07:00:00,1.2605,1.2605,1.2605,1.2601,1.2601,1.2604,1.2603,1.2605,1.2604,1.2608,1.2608,1.2604,1.2605,1.261,1.2607,1.2603
2005-05-16 08:00:00,1.2605,1.2605,1.2614,1.2607,1.2607,1.2605,1.2606,1.2601,1.2605,1.2604,1.2605,1.2605,1.2601,1.2608,1.2603,1.2604
2005-05-16 09:00:00,1.2598,1.2598,1.2589,1.2592,1.2592,1.2605,1.26,1.2607,1.2605,1.2605,1.2614,1.2601,1.2607,1.2604,1.2606,1.2605
2005-05-16 10:00:00,1.2594,1.2594,1.2597,1.2593,1.2593,1.2598,1.2594,1.2592,1.2598,1.2605,1.2589,1.2607,1.2592,1.2605,1.26,1.2601
2005-05-16 11:00:00,1.261,1.261,1.2601,1.2609,1.2609,1.2594,1.2598,1.2593,1.2594,1.2598,1.2597,1.2592,1.2593,1.2605,1.2594,1.2607
2005-05-16 12:00:00,1.2616,1.2616,1.2622,1.2629,1.2629,1.261,1.2616,1.2609,1.261,1.2594,1.2601,1.2593,1.2609,1.2598,1.2598,1.2592
2005-05-16 13:00:00,1.2605,1.2605,1.261,1.2616,1.2616,1.2616,1.2618,1.2629,1.2616,1.261,1.2622,1.2609,1.2629,1.2594,1.2616,1.2593
2005-05-16 14:00:00,1.2607,1.2607,1.2608,1.2606,1.2606,1.2605,1.2609,1.2616,1.2605,1.2616,1.261,1.2629,1.2616,1.261,1.2618,1.2609
2005-05-16 15:00:00,1.261,1.261,1.2619,1.2611,1.2611,1.2607,1.2618,1.2606,1.2607,1.2605,1.2608,1.2616,1.2606,1.2616,1.2609,1.2629
2005-05-16 16:00:00,1.2634,1.2634,1.2643,1.262,1.262,1.261,1.2635,1.2611,1.261,1.2607,1.2619,1.2606,1.2611,1.2605,1.2618,1.2616
2005-05-16 17:00:00,1.2628,1.2628,1.2624,1.2638,1.2638,1.2634,1.2638,1.262,1.2634,1.261,1.2643,1.2611,1.262,1.2607,1.2635,1.2606
2005-05-16 18:00:00,1.263,1.263,1.2636,1.263,1.263,1.2628,1.2625,1.2638,1.2628,1.2634,1.2624,1.262,1.2638,1.261,1.2638,1.2611
2005-05-16 19:00:00,1.2639,1.2639,1.2637,1.264,1.264,1.263,1.2641,1.263,1.263,1.2628,1.2636,1.2638,1.263,1.2634,1.2625,1.262
2005-05-16 20:00:00,1.263,1.263,1.2632,1.2633,1.2633,1.2639,1.2636,1.264,1.2639,1.263,1.2637,1.263,1.264,1.2628,1.2641,1.2638
2005-05-16 21:00:00,1.2637,1.2637,1.2639,1.2636,1.2636,1.263,1.263,1.2633,1.263,1.2639,1.2632,1.264,1.2633,1.263,1.2636,1.263
2005-05-16 22:00:00,1.2636,1.2636,1.264,1.2635,1.2635,1.2637,1.2635,1.2636,1.2637,1.263,1.2639,1.2633,1.2636,1.2639,1.263,1.264
2005-05-16 23:00:00,1.2648,1.2648,1.2645,1.2639,1.2639,1.2636,1.2634,1.2635,1.2636,1.2637,1.264,1.2636,1.2635,1.263,1.2635,1.2633
2005-05-17 00:00:00,1.2634,1.2634,1.263,1.2629,1.2629,1.2648,1.2636,1.2639,1.2648,1.2636,1.2645,1.2635,1.2639,1.2637,1.2634,1.2636
2005-05-17 01:00:00,1.2639,1.2639,1.2632,1.2639,1.2639,1.2634,1.264,1.2629,1.2634,1.2648,1.263,1.2639,1.2629,1.2636,1.2636,1.2635
2005-05-17 02:00:00,1.2628,1.2628,1.2631,1.2631,1.2631,1.2639,1.2632,1.2639,1.2639,1.2634,1.2632,1.2629,1.2639,1.2648,1.264,1.2639
2005-05-17 03:00:00,1.2612,1.2612,1.2617,1.262,1.262,1.2628,1.2621,1.2631,1.2628,1.2639,1.2631,1.2639,1.2631,1.2634,1.2632,1.2629
