index,CLOSE_15m_tick_1,CLOSE_30m_tick_1,CLOSE_15m_tick_2,CLOSE_30m_tick_2,CLOSE_15m_tick_3,CLOSE_30m_tick_3,CLOSE_15m_tick_4,CLOSE_30m_tick_4,CLOSE_15m_tick_5,CLOSE_30m_tick_5,CLOSE_15m_tick_6,CLOSE_30m_tick_6,CLOSE_15m_tick_7,CLOSE_30m_tick_7,CLOSE_15m_tick_8,CLOSE_30m_tick_8
2005-05-02 10:00:00,1.2857,1.2857,1.2854,1.2858,1.2858,1.2861,1.286,1.2857,1.2861,1.2858,1.2859,1.2855,1.2857,1.2854,1.2855,1.2853
2005-05-02 11:00:00,1.2866,1.2866,1.2866,1.2867,1.2867,1.2857,1.2859,1.2858,1.2857,1.2861,1.2854,1.2857,1.2858,1.2858,1.286,1.2855
2005-05-02 12:00:00,1.2866,1.2866,1.2866,1.2864,1.2864,1.2866,1.2863,1.2867,1.2866,1.2857,1.2866,1.2858,1.2867,1.2861,1.2859,1.2857
2005-05-02 13:00:00,1.2871,1.2871,1.2874,1.2871,1.2871,1.2866,1.2866,1.2864,1.2866,1.2866,1.2866,1.2867,1.2864,1.2857,1.2863,1.2858
2005-05-02 14:00:00,1.286,1.286,1.2863,1.2865,1.2865,1.2871,1.2871,1.2871,1.2871,1.2866,1.2874,1.2864,1.2871,1.2866,1.2866,1.2867
2005-05-02 15:00:00,1.2858,1.2858,1.2863,1.2867,1.2867,1.286,1.2865,1.2865,1.286,1.2871,1.2863,1.2871,1.2865,1.2866,1.2871,1.2864
2005-05-02 16:00:00,1.2867,1.2867,1.2863,1.2863,1.2863,1.2858,1.2864,1.2867,1.2858,1.286,1.2863,1.2865,1.2867,1.2871,1.2865,1.2871
2005-05-02 17:00:00,1.2842,1.2842,1.2842,1.2842,1.2842,1.2867,1.2846,1.2863,1.2867,1.2858,1.2863,1.2867,1.2863,1.286,1.2864,1.2865
2005-05-02 18:00:00,1.2858,1.2858,1.2854,1.2855,1.2855,1.2842,1.2846,1.2842,1.2842,1.2867,1.2842,1.2863,1.2842,1.2858,1.2846,1.2867
2005-05-02 19:00:00,1.2846,1.2846,1.2849,1.2844,1.2844,1.2858,1.2855,1.2855,1.2858,1.2842,1.2854,1.2842,1.2855,1.2867,1.2846,1.2863
2005-05-02 20:00:00,1.2853,1.2853,1.2852,1.2848,1.2848,1.2846,1.2845,1.2844,1.2846,1.2858,1.2849,1.2855,1.2844,1.2842,1.2855,1.2842
2005-05-02 21:00:00,1.2863,1.2863,1.2856,1.2855,1.2855,1.2853,1.2857,1.2848,1.2853,1.2846,1.2852,1.2844,1.2848,1.2858,1.2845,1.2855
2005-05-02 22:00:00,1.286,1.286,1.286,1.2861,1.2861,1.2863,1.2863,1.2855,1.2863,1.2853,1.2856,1.2848,1.2855,1.2846,1.2857,1.2844
2005-05-02 23:00:00,1.2864,1.2864,1.2863,1.2861,1.2861,1.286,1.2867,1.2861,1.286,1.2863,1.286,1.2855,1.2861,1.2853,1.2863,1.2848
2005-05-03 00:00:00,1.2852,1.2852,1.2856,1.2864,1.2864,1.2864,1.2864,1.2861,1.2864,1.286,1.2863,1.2861,1.2861,1.2863,1.2867,1.2855
2005-05-03 01:00:00,1.2848,1.2848,1.2849,1.2845,1.2845,1.2852,1.2844,1.2864,1.2852,1.2864,1.2856,1.2861,1.2864,1.286,1.2864,1.2861
2005-05-03 02:00:00,1.2855,1.2855,1.2852,1.2858,1.2858,1.2848,1.2852,1.2845,1.2848,1.2852,1.2849,1.2864,1.2845,1.2864,1.2844,1.2861
2005-05-03 03:00:00,1.2852,1.2852,1.2858,1.2857,1.2857,1.2855,1.2853,1.2858,1.2855,1.2848,1.2852,1.2845,1.2858,1.2852,1.2852,1.2864
2005-05-03 04:00:00,1.2837,1.2837,1.285,1.2851,1.2851,1.2852,1.2853,1.2857,1.2852,1.2855,1.2858,1.2858,1.2857,1.2848,1.2853,1.2845
2005-05-03 05:00:00,1.2836,1.2836,1.2837,1.2834,1.2834,1.2837,1.2836,1.2851,1.2837,1.2852,1.285,1.2857,1.2851,1.2855,1.2853,1.2858
2005-05-03 06:00:00,1.2836,1.2836,1.2835,1.2836,1.2836,1.2836,1.2837,1.2834,1.2836,1.2837,1.2837,1.2851,1.2834,1.2852,1.2836,1.2857
2005-05-03 07:00:00,1.2834,1.2834,1.2833,1.2834,1.2834,1.2836,1.2837,1.2836,1.2836,1.2836,1.2835,1.2834,1.2836,1.2837,1.2837,1.2851
2005-05-03 08:00:00,1.2836,1.2836,1.2837,1.2837,1.2837,1.2834,1.2833,1.2834,1.2834,1.2836,1.2833,1.2836,1.2834,1.2836,1.2837,1.2834
2005-05-03 09:00:00,1.2848,1.2848,1.2845,1.2838,1.2838,1.2836,1.2849,1.2837,1.2836,1.2834,1.2837,1.2834,1.2837,1.2836,1.2833,1.2836
2005-05-03 10:00:00,1.2859,1.2859,1.2853,1.286,1.286,1.2848,1.2859,1.2838,1.2848,1.2836,1.2845,1.2837,1.2838,1.2834,1.2849,1.2834
2005-05-03 11:00:00,1.2864,1.2864,1.2857,1.2852,1.2852,1.2859,1.2853,1.286,1.2859,1.2848,1.2853,1.2838,1.286,1.2836,1.2859,1.2837
2005-05-03 12:00:00,1.2873,1.2873,1.2867,1.2869,1.2869,1.2864,1.2871,1.2852,1.2864,1.2859,1.2857,1.286,1.2852,1.2848,1.2853,1.2838
2005-05-03 13:00:00,1.2858,1.2858,1.2864,1.2864,1.2864,1.2873,1.2872,1.2869,1.2873,1.2864,1.2867,1.2852,1.2869,1.2859,1.2871,1.286
2005-05-03 14:00:00,1.2861,1.2861,1.2857,1.2858,1.2858,1.2858,1.285,1.2864,1.2858,1.2873,1.2864,1.2869,1.2864,1.2864,1.2872,1.2852
2005-05-03 15:00:00,1.286,1.286,1.2852,1.286,1.286,1.2861,1.2859,1.2858,1.2861,1.2858,1.2857,1.2864,1.2858,1.2873,1.285,1.2869
2005-05-03 16:00:00,1.2894,1.2894,1.2885,1.2892,1.2892,1.286,1.2864,1.286,1.286,1.2861,1.2852,1.2858,1.286,1.2858,1.2859,1.2864
2005-05-03 17:00:00,1.289,1.289,1.2886,1.2885,1.2885,1.2894,1.289,1.2892,1.2894,1.286,1.2885,1.286,1.2892,1.2861,1.2864,1.2858
2005-05-03 18:00:00,1.2889,1.2889,1.289,1.2891,1.2891,1.289,1.2886,1.2885,1.289,1.2894,1.2886,1.2892,1.2885,1.286,1.289,1.286
2005-05-03 19:00:00,1.289,1.289,1.2893,1.2896,1.2896,1.2889,1.2892,1.2891,1.2889,1.289,1.289,1.2885,1.2891,1.2894,1.2886,1.2892
2005-05-03 20:00:00,1.2888,1.2888,1.2888,1.2892,1.2892,1.289,1.2886,1.2896,1.289,1.2889,1.2893,1.2891,1.2896,1.289,1.2892,1.2885
2005-05-03 21:00:00,1.2865,1.2865,1.2874,1.2865,1.2865,1.2888,1.289,1.2892,1.2888,1.289,1.2888,1.2896,1.2892,1.2889,1.2886,1.2891
2005-05-03 22:00:00,1.2891,1.2891,1.2877,1.2873,1.2873,1.2865,1.2881,1.2865,1.2865,1.2888,1.2874,1.2892,1.2865,1.289,1.289,1.2896
2005-05-03 23:00:00,1.2875,1.2875,1.2874,1.2883,1.2883,1.2891,1.2884,1.2873,1.2891,1.2865,1.2877,1.2865,1.2873,1.2888,1.2881,1.2892
2005-05-04 00:00:00,1.2874,1.2874,1.2874,1.2869,1.2869,1.2875,1.2871,1.2883,1.2875,1.2891,1.2874,1.2873,1.2883,1.2865,1.2884,1.2865
2005-05-04 01:00:00,1.2888,1.2888,1.2877,1.2874,1.2874,1.2874,1.2873,1.2869,1.2874,1.2875,1.2874,1.2883,1.2869,1.2891,1.2871,1.2873
2005-05-04 02:00:00,1.288,1.288,1.288,1.288,1.288,1.2888,1.2878,1.2874,1.2888,1.2874,1.2877,1.2869,1.2874,1.2875,1.2873,1.2883
2005-05-04 03:00:00,1.2888,1.2888,1.2889,1.2884,1.2884,1.288,1.2881,1.288,1.288,1.2888,1.288,1.2874,1.288,1.2874,1.2878,1.2869
2005-05-04 04:00:00,1.2957,1.2957,1.2941,1.2902,1.2902,1.2888,1.2887,1.2884,1.2888,1.288,1.2889,1.288,1.2884,1.2888,1.2881,1.2874
2005-05-04 05:00:00,1.2962,1.2962,1.2958,1.2957,1.2957,1.2957,1.2947,1.2902,1.2957,1.2888,1.2941,1.2884,1.2902,1.288,1.2887,1.288
2005-05-04 06:00:00,1.2958,1.2958,1.2955,1.2953,1.2953,1.2962,1.296,1.2957,1.2962,1.2957,1.2958,1.2902,1.2957,1.2888,1.2947,1.2884
2005-05-04 07:00:00,1.2962,1.2962,1.2965,1.2971,1.2971,1.2958,1.2957,1.2953,1.2958,1.2962,1.2955,1.2957,1.2953,1.2957,1.296,1.2902
2005-05-04 08:00:00,1.2958,1.2958,1.2964,1.2965,1.2965,1.2962,1.2965,1.2971,1.2962,1.2958,1.2965,1.2953,1.2971,1.2962,1.2957,1.2957
2005-05-04 09:00:00,1.2946,1.2946,1.2946,1.2959,1.2959,1.2958,1.2962,1.2965,1.2958,1.2962,1.2964,1.2971,1.2965,1.2958,1.2965,1.2953
2005-05-04 10:00:00,1.2937,1.2937,1.2937,1.2932,1.2932,1.2946,1.2935,1.2959,1.2946,1.2958,1.2946,1.2965,1.2959,1.2962,1.2962,1.2971
2005-05-04 11:00:00,1.2946,1.2946,1.2949,1.2949,1.2949,1.2937,1.2945,1.2932,1.2937,1.2946,1.2937,1.2959,1.2932,1.2958,1.2935,1.2965
2005-05-04 12:00:00,1.2947,1.2947,1.2951,1.2947,1.2947,1.2946,1.2955,1.2949,1.2946,1.2937,1.2949,1.2932,1.2949,1.2946,1.2945,1.2959
2005-05-04 13:00:00,1.2959,1.2959,1.2949,1.2945,1.2945,1.2947,1.2942,1.2947,1.2947,1.2946,1.2951,1.2949,1.2947,1.2937,1.2955,1.2932
2005-05-04 14:00:00,1.2954,1.2954,1.2951,1.2955,1.2955,1.2959,1.2958,1.2945,1.2959,1.2947,1.2949,1.2947,1.2945,1.2946,1.2942,1.2949
2005-05-04 15:00:00,1.2954,1.2954,1.295,1.2958,1.2958,1.2954,1.2953,1.2955,1.2954,1.2959,1.2951,1.2945,1.2955,1.2947,1.2958,1.2947
2005-05-04 16:00:00,1.2954,1.2954,1.2951,1.2945,1.2945,1.2954,1.2941,1.2958,1.2954,1.2954,1.295,1.2955,1.2958,1.2959,1.2953,1.2945
2005-05-04 17:00:00,1.2956,1.2956,1.2946,1.2941,1.2941,1.2954,1.2944,1.2945,1.2954,1.2954,1.2951,1.2958,1.2945,1.2954,1.2941,1.2955
2005-05-04 18:00:00,1.2938,1.2938,1.2943,1.2947,1.2947,1.2956,1.2951,1.2941,1.2956,1.2954,1.2946,1.2945,1.2941,1.2954,1.2944,1.2958
2005-05-04 19:00:00,1.2936,1.2936,1.2937,1.2936,1.2936,1.2938,1.2929,1.2947,1.2938,1.2956,1.2943,1.2941,1.2947,1.2954,1.2951,1.2945
2005-05-04 20:00:00,1.2938,1.2938,1.294,1.294,1.294,1.2936,1.2939,1.2936,1.2936,1.2938,1.2937,1.2947,1.2936,1.2956,1.2929,1.2941
2005-05-04 21:00:00,1.2943,1.2943,1.294,1.2949,1.2949,1.2938,1.2946,1.294,1.2938,1.2936,1.294,1.2936,1.294,1.2938,1.2939,1.2947
2005-05-04 22:00:00,1.2944,1.2944,1.2946,1.2949,1.2949,1.2943,1.2952,1.2949,1.2943,1.2938,1.294,1.294,1.2949,1.2936,1.2946,1.2936
2005-05-04 23:00:00,1.2946,1.2946,1.2945,1.2946,1.2946,1.2944,1.2944,1.2949,1.2944,1.2943,1.2946,1.2949,1.2949,1.2938,1.2952,1.294
2005-05-05 00:00:00,1.2955,1.2955,1.2948,1.2948,1.2948,1.2946,1.2947,1.2946,1.2946,1.2944,1.2945,1.2949,1.2946,1.2943,1.2944,1.2949
2005-05-05 01:00:00,1.2948,1.2948,1.2956,1.2953,1.2953,1.2955,1.2953,1.2948,1.2955,1.2946,1.2948,1.2946,1.2948,1.2944,1.2947,1.2949
2005-05-05 02:00:00,1.2945,1.2945,1.2948,1.2953,1.2953,1.2948,1.2955,1.2953,1.2948,1.2955,1.2956,1.2948,1.2953,1.2946,1.2953,1.2946
2005-05-05 03:00:00,1.2937,1.2937,1.2937,1.2942,1.2942,1.2945,1.2942,1.2953,1.2945,1.2948,1.2948,1.2953,1.2953,1.2955,1.2955,1.2948
2005-05-05 04:00:00,1.2936,1.2936,1.2943,1.2933,1.2933,1.2937,1.2944,1.2942,1.2937,1.2945,1.2937,1.2953,1.2942,1.2948,1.2942,1.2953
2005-05-05 05:00:00,1.2935,1.2935,1.2934,1.2934,1.2934,1.2936,1.2936,1.2933,1.2936,1.2937,1.2943,1.2942,1.2933,1.2945,1.2944,1.2953
2005-05-05 06:00:00,1.2942,1.2942,1.2938,1.294,1.294,1.2935,1.2938,1.2934,1.2935,1.2936,1.2934,1.2933,1.2934,1.2937,1.2936,1.2942
2005-05-05 07:00:00,1.2953,1.2953,1.2945,1.2943,1.2943,1.2942,1.2941,1.294,1.2942,1.2935,1.2938,1.2934,1.294,1.2936,1.2938,1.2933
2005-05-05 08:00:00,1.2954,1.2954,1.2953,1.2952,1.2952,1.2953,1.2951,1.2943,1.2953,1.2942,1.2945,1.294,1.2943,1.2935,1.2941,1.2934
2005-05-05 09:00:00,1.296,1.296,1.2959,1.2959,1.2959,1.2954,1.296,1.2952,1.2954,1.2953,1.2953,1.2943,1.2952,1.2942,1.2951,1.294
2005-05-05 10:00:00,1.2975,1.2975,1.2967,1.2962,1.2962,1.296,1.2963,1.2959,1.296,1.2954,1.2959,1.2952,1.2959,1.2953,1.296,1.2943
2005-05-05 11:00:00,1.2984,1.2984,1.2975,1.2975,1.2975,1.2975,1.2975,1.2962,1.2975,1.296,1.2967,1.2959,1.2962,1.2954,1.2963,1.2952
2005-05-05 12:00:00,1.2966,1.2966,1.2979,1.2967,1.2967,1.2984,1.2969,1.2975,1.2984,1.2975,1.2975,1.2962,1.2975,1.296,1.2975,1.2959
2005-05-05 13:00:00,1.2962,1.2962,1.2959,1.2963,1.2963,1.2966,1.2965,1.2967,1.2966,1.2984,1.2979,1.2975,1.2967,1.2975,1.2969,1.2962
2005-05-05 14:00:00,1.2955,1.2955,1.296,1.2959,1.2959,1.2962,1.2953,1.2963,1.2962,1.2966,1.2959,1.2967,1.2963,1.2984,1.2965,1.2975
2005-05-05 15:00:00,1.2966,1.2966,1.2966,1.2961,1.2961,1.2955,1.296,1.2959,1.2955,1.2962,1.296,1.2963,1.2959,1.2966,1.2953,1.2967
2005-05-05 16:00:00,1.2946,1.2946,1.2947,1.2953,1.2953,1.2966,1.2959,1.2961,1.2966,1.2955,1.2966,1.2959,1.2961,1.2962,1.296,1.2963
2005-05-05 17:00:00,1.2939,1.2939,1.2945,1.2959,1.2959,1.2946,1.2952,1.2953,1.2946,1.2966,1.2947,1.2961,1.2953,1.2955,1.2959,1.2959
2005-05-05 18:00:00,1.2935,1.2935,1.2934,1.2947,1.2947,1.2939,1.2938,1.2959,1.2939,1.2946,1.2945,1.2953,1.2959,1.2966,1.2952,1.2961
2005-05-05 19:00:00,1.2955,1.2955,1.2943,1.2946,1.2946,1.2935,1.2941,1.2947,1.2935,1.2939,1.2934,1.2959,1.2947,1.2946,1.2938,1.2953
2005-05-05 20:00:00,1.2942,1.2942,1.294,1.2945,1.2945,1.2955,1.2957,1.2946,1.2955,1.2935,1.2943,1.2947,1.2946,1.2939,1.2941,1.2959
2005-05-05 21:00:00,1.2946,1.2946,1.2949,1.2945,1.2945,1.2942,1.2946,1.2945,1.2942,1.2955,1.294,1.2946,1.2945,1.2935,1.2957,1.2947
2005-05-05 22:00:00,1.2957,1.2957,1.2953,1.2953,1.2953,1.2946,1.2953,1.2945,1.2946,1.2942,1.2949,1.2945,1.2945,1.2955,1.2946,1.2946
2005-05-05 23:00:00,1.2956,1.2956,1.2958,1.2957,1.2957,1.2957,1.2961,1.2953,1.2957,1.2946,1.2953,1.2945,1.2953,1.2942,1.2953,1.2945
2005-05-06 00:00:00,1.2958,1.2958,1.296,1.2963,1.2963,1.2956,1.2962,1.2957,1.2956,1.2957,1.2958,1.2953,1.2957,1.2946,1.2961,1.2945
2005-05-06 01:00:00,1.2954,1.2954,1.2954,1.2957,1.2957,1.2958,1.2956,1.2963,1.2958,1.2956,1.296,1.2957,1.2963,1.2957,1.2962,1.2953
2005-05-06 02:00:00,1.2945,1.2945,1.2949,1.2952,1.2952,1.2954,1.2956,1.2957,1.2954,1.2958,1.2954,1.2963,1.2957,1.2956,1.2956,1.2957
2005-05-06 03:00:00,1.2945,1.2945,1.2948,1.2937,1.2937,1.2945,1.2941,1.2952,1.2945,1.2954,1.2949,1.2957,1.2952,1.2958,1.2956,1.2963
2005-05-06 04:00:00,1.2941,1.2941,1.2947,1.2944,1.2944,1.2945,1.2946,1.2937,1.2945,1.2945,1.2948,1.2952,1.2937,1.2954,1.2941,1.2957
2005-05-06 05:00:00,1.2945,1.2945,1.2943,1.2944,1.2944,1.2941,1.2939,1.2944,1.2941,1.2945,1.2947,1.2937,1.2944,1.2945,1.2946,1.2952
2005-05-06 06:00:00,1.2945,1.2945,1.2945,1.2941,1.2941,1.2945,1.2944,1.2944,1.2945,1.2941,1.2943,1.2944,1.2944,1.2945,1.2939,1.2937
2005-05-06 07:00:00,1.294,1.294,1.2941,1.2945,1.2945,1.2945,1.2947,1.2941,1.2945,1.2945,1.2945,1.2944,1.2941,1.2941,1.2944,1.2944
2005-05-06 08:00:00,1.294,1.294,1.294,1.2937,1.2937,1.294,1.2937,1.2945,1.294,1.2945,1.2941,1.2941,1.2945,1.2945,1.2947,1.2944
2005-05-06 09:00:00,1.294,1.294,1.2939,1.2941,1.2941,1.294,1.2939,1.2937,1.294,1.294,1.294,1.2945,1.2937,1.2945,1.2937,1.2941
2005-05-06 10:00:00,1.2953,1.2953,1.2947,1.2947,1.2947,1.294,1.2944,1.2941,1.294,1.294,1.2939,1.2937,1.2941,1.294,1.2939,1.2945
2005-05-06 11:00:00,1.2954,1.2954,1.2948,1.295,1.295,1.2953,1.295,1.2947,1.2953,1.294,1.2947,1.2941,1.2947,1.294,1.2944,1.2937
2005-05-06 12:00:00,1.2953,1.2953,1.2953,1.2949,1.2949,1.2954,1.2951,1.295,1.2954,1.2953,1.2948,1.2947,1.295,1.294,1.295,1.2941
2005-05-06 13:00:00,1.2959,1.2959,1.2961,1.2963,1.2963,1.2953,1.2957,1.2949,1.2953,1.2954,1.2953,1.295,1.2949,1.2953,1.2951,1.2947
2005-05-06 14:00:00,1.2952,1.2952,1.2958,1.2956,1.2956,1.2959,1.2958,1.2963,1.2959,1.2953,1.2961,1.2949,1.2963,1.2954,1.2957,1.295
2005-05-06 15:00:00,1.2867,1.2867,1.2873,1.2946,1.2946,1.2952,1.295,1.2956,1.2952,1.2959,1.2958,1.2963,1.2956,1.2953,1.2958,1.2949
2005-05-06 16:00:00,1.285,1.285,1.2853,1.2851,1.2851,1.2867,1.2859,1.2946,1.2867,1.2952,1.2873,1.2956,1.2946,1.2959,1.295,1.2963
2005-05-06 17:00:00,1.2853,1.2853,1.2847,1.2856,1.2856,1.285,1.2848,1.2851,1.285,1.2867,1.2853,1.2946,1.2851,1.2952,1.2859,1.2956
2005-05-06 18:00:00,1.283,1.283,1.2829,1.281,1.281,1.2853,1.2824,1.2856,1.2853,1.285,1.2847,1.2851,1.2856,1.2867,1.2848,1.2946
2005-05-06 19:00:00,1.2839,1.2839,1.2833,1.2836,1.2836,1.283,1.284,1.281,1.283,1.2853,1.2829,1.2856,1.281,1.285,1.2824,1.2851
2005-05-06 20:00:00,1.2834,1.2834,1.2838,1.2837,1.2837,1.2839,1.2837,1.2836,1.2839,1.283,1.2833,1.281,1.2836,1.2853,1.284,1.2856
2005-05-06 21:00:00,1.2819,1.2819,1.2823,1.2822,1.2822,1.2834,1.2825,1.2837,1.2834,1.2839,1.2838,1.2836,1.2837,1.283,1.2837,1.281
2005-05-06 22:00:00,1.2824,1.2824,1.2822,1.2826,1.2826,1.2819,1.2825,1.2822,1.2819,1.2834,1.2823,1.2837,1.2822,1.2839,1.2825,1.2836
2005-05-06 23:00:00,1.2816,1.2816,1.2816,1.2821,1.2821,1.2824,1.2826,1.2826,1.2824,1.2819,1.2822,1.2822,1.2826,1.2834,1.2825,1.2837
2005-05-07 00:00:00,1.2838,1.2838,1.2819,1.2816,1.2816,1.2816,1.2816,1.2821,1.2816,1.2824,1.2816,1.2826,1.2821,1.2819,1.2826,1.2822
2005-05-07 01:00:00,,,,,,1.2838,,1.2816,1.2838,1.2816,1.2819,1.2821,1.2816,1.2824,1.2816,1.2826
2005-05-07 02:00:00,,,,,,,,,,1.2838,,1.2816,,1.2816,,1.2821
2005-05-07 03:00:00,,,,,,,,,,,,,,1.2838,,1.2816
2005-05-07 04:00:00,,,,,,,,,,,,,,,,
2005-05-07 05:00:00,,,,,,,,,,,,,,,,
2005-05-07 06:00:00,,,,,,,,,,,,,,,,
2005-05-07 07:00:00,,,,,,,,,,,,,,,,
2005-05-07 08:00:00,,,,,,,,,,,,,,,,
2005-05-07 09:00:00,,,,,,,,,,,,,,,,
2005-05-07 10:00:00,,,,,,,,,,,,,,,,
2005-05-07 11:00:00,,,,,,,,,,,,,,,,
2005-05-07 12:00:00,,,,,,,,,,,,,,,,
2005-05-07 13:00:00,,,,,,,,,,,,,,,,
2005-05-07 14:00:00,,,,,,,,,,,,,,,,
2005-05-07 15:00:00,,,,,,,,,,,,,,,,
2005-05-07 16:00:00,,,,,,,,,,,,,,,,
2005-05-07 17:00:00,,,,,,,,,,,,,,,,
2005-05-07 18:00:00,,,,,,,,,,,,,,,,
2005-05-07 19:00:00,,,,,,,,,,,,,,,,
2005-05-07 20:00:00,,,,,,,,,,,,,,,,
2005-05-07 21:00:00,,,,,,,,,,,,,,,,
2005-05-07 22:00:00,,,,,,,,,,,,,,,,
2005-05-07 23:00:00,,,,,,,,,,,,,,,,
2005-05-08 00:00:00,,,,,,,,,,,,,,,,
2005-05-08 01:00:00,,,,,,,,,,,,,,,,
2005-05-08 02:00:00,,,,,,,,,,,,,,,,
2005-05-08 03:00:00,,,,,,,,,,,,,,,,
2005-05-08 04:00:00,,,,,,,,,,,,,,,,
2005-05-08 05:00:00,,,,,,,,,,,,,,,,
2005-05-08 06:00:00,,,,,,,,,,,,,,,,
2005-05-08 07:00:00,,,,,,,,,,,,,,,,
2005-05-08 08:00:00,,,,,,,,,,,,,,,,
2005-05-08 09:00:00,,,,,,,,,,,,,,,,
2005-05-08 10:00:00,,,,,,,,,,,,,,,,
2005-05-08 11:00:00,,,,,,,,,,,,,,,,
2005-05-08 12:00:00,,,,,,,,,,,,,,,,
2005-05-08 13:00:00,,,,,,,,,,,,,,,,
2005-05-08 14:00:00,,,,,,,,,,,,,,,,
2005-05-08 15:00:00,,,,,,,,,,,,,,,,
2005-05-08 16:00:00,,,,,,,,,,,,,,,,
2005-05-08 17:00:00,,,,,,,,,,,,,,,,
2005-05-08 18:00:00,,,,,,,,,,,,,,,,
2005-05-08 19:00:00,,,,,,,,,,,,,,,,
2005-05-08 20:00:00,,,,,,,,,,,,,,,,
2005-05-08 21:00:00,,,,,,,,,,,,,,,,
2005-05-08 22:00:00,,,,,,,,,,,,,,,,
2005-05-08 23:00:00,,,,,,,,,,,,,,,,
2005-05-09 00:00:00,,,,,,,,,,,,,,,,
2005-05-09 01:00:00,1.2816,1.2816,1.2816,1.2816,1.2816,,1.2816,,,,,,,,,
2005-05-09 02:00:00,1.2819,1.2819,1.2815,1.2824,1.2824,1.2816,1.2817,1.2816,1.2816,,1.2816,,1.2816,,1.2816,
2005-05-09 03:00:00,1.2816,1.2816,1.2826,1.2823,1.2823,1.2819,1.2822,1.2824,1.2819,1.2816,1.2815,1.2816,1.2824,,1.2817,
2005-05-09 04:00:00,1.2807,1.2807,1.2809,1.2812,1.2812,1.2816,1.2812,1.2823,1.2816,1.2819,1.2826,1.2824,1.2823,1.2816,1.2822,1.2816
2005-05-09 05:00:00,1.2806,1.2806,1.2795,1.28,1.28,1.2807,1.2805,1.2812,1.2807,1.2816,1.2809,1.2823,1.2812,1.2819,1.2812,1.2824
2005-05-09 06:00:00,1.2804,1.2804,1.2805,1.2807,1.2807,1.2806,1.2803,1.28,1.2806,1.2807,1.2795,1.2812,1.28,1.2816,1.2805,1.2823
2005-05-09 07:00:00,1.2799,1.2799,1.2791,1.2799,1.2799,1.2804,1.2798,1.2807,1.2804,1.2806,1.2805,1.28,1.2807,1.2807,1.2803,1.2812
2005-05-09 08:00:00,1.2807,1.2807,1.2803,1.2809,1.2809,1.2799,1.2795,1.2799,1.2799,1.2804,1.2791,1.2807,1.2799,1.2806,1.2798,1.28
2005-05-09 09:00:00,1.2801,1.2801,1.2802,1.2813,1.2813,1.2807,1.2809,1.2809,1.2807,1.2799,1.2803,1.2799,1.2809,1.2804,1.2795,1.2807
2005-05-09 10:00:00,1.2818,1.2818,1.2815,1.2818,1.2818,1.2801,1.2813,1.2813,1.2801,1.2807,1.2802,1.2809,1.2813,1.2799,1.2809,1.2799
2005-05-09 11:00:00,1.2823,1.2823,1.2819,1.2822,1.2822,1.2818,1.2817,1.2818,1.2818,1.2801,1.2815,1.2813,1.2818,1.2807,1.2813,1.2809
2005-05-09 12:00:00,1.2839,1.2839,1.2837,1.2837,1.2837,1.2823,1.283,1.2822,1.2823,1.2818,1.2819,1.2818,1.2822,1.2801,1.2817,1.2813
