0.01126132,0.00459171,0.00817245,0.0081457,0.10653727,0.44597857,0.07141057,-0.12425804,-0.41992344,0.09114359,1803105220,1,27,2
-0.00351062,0.00368866,-0.0060157,-0.00600699,-0.08763814,-0.03821706,0.06180634,-0.12297035,-0.02027491,0.0161052,0.00246408,1,28,3
-0.00128268,-0.00029294,0.00510258,0.00512925,-0.11998239,0.08504159,0.05182112,-0.12610771,-0.26670873,0.00353836,0.01939151,1,29,4
-0.00036946,0.00150066,-0.0037435,-0.00141262,-0.0910073,-0.02245853,0.04670994,-0.12506501,-0.019073,-0.01642195,0.01728761,1,30,5
-0.00336161,0.00193286,0.00216237,-0.00018567,-0.83539484,0.0293894,0.03200872,-0.12388312,-0.21817165,-0.08686898,0.05045755,2,1,0
0.00323167,-0.00072564,0.00209581,0.00208694,5.00481348,0.06928149,0.01037912,0.00801025,-0.38312491,-0.06394192,0.07439603,2,2,1
0.01513818,0.00177999,0.01235439,0.01235439,0.24609218,0.35952289,-0.01486167,0.12980916,-2.95621128,0.1144433,0.12079865,2,3,2
-0.00427432,-0.00075139,-0.01035565,-0.01037308,0.03741825,-0.09197126,-0.02801068,0.0852655,-0.66786638,0.04809774,0.11399072,2,4,3
0.00121901,0.00244166,0.01032308,0.01034088,-0.15014813,0.14802541,-0.03818436,0.07837136,4.17235527,0.04574295,0.11285794,2,5,4
-0.00220025,-0.00173853,-0.01351304,-0.01516948,-0.18583676,-0.10500763,-0.044284,0.02497307,-0.59802245,0.01340483,0.0984283,2,6,5
-0.01165304,-0.00143215,0.00167913,0.00337276,-0.82907643,-0.03441883,-0.04688685,-0.05793214,-0.70413301,-0.13496705,0.09076678,2,8,0
0.00171962,-0.00223983,-0.00029997,-0.00031761,4.85959802,-0.00415635,-0.05007153,-0.12724575,-1.3897979,-0.08192939,0.0882576,2,9,1
-0.00155821,0.00024844,-0.00111199,-0.00110318,0.07548717,-0.0140452,-0.05186366,-0.1263582,9.57972177,-0.02109754,0.06930243,2,10,2
0.00093462,0.00061208,-0.00060079,-0.00060079,0.11874552,0.00267431,-0.0523173,-0.07428894,0.28455141,-0.03032836,0.04907712,2,11,3
0.00731142,0.00254435,0.01040525,0.01039641,0.02278596,0.22376039,-0.05054175,0.10971762,-2.70710354,-0.04457579,0.02886277,2,12,4
0.0006996,0.00628725,-0.00335979,-0.00267735,-0.32583317,0.00114277,-0.05411416,0.10884209,-0.15705263,-0.0347983,0.02562686,2,13,5
-0.00182643,0.00080846,0.00223863,0.00153528,-0.77772784,0.02065154,-0.05295187,0.08507055,0.00983242,-0.04860462,0.00776771,2,15,0
0.00058658,-0.00611999,-0.00487895,-0.0048528,3.55977895,-0.07075876,-0.05538331,-0.12900142,-0.95432472,0.01733333,0.00761832,2,16,1
0.00174995,0.00158138,0.00381138,0.00381138,0.16763723,0.07330961,-0.06264575,-0.08860634,12.36844135,0.04849279,0.0016822,2,17,2
-0.00214868,-0.0002999,0.00098211,0.00097334,0.05648101,-0.00249289,-0.06983258,-0.0981001,-0.20062796,0.01368421,-0.0004266,2,18,3
0.00225834,0.00188817,-0.00455533,-0.00454661,-0.05806235,-0.02650816,-0.07658176,0.00066255,-0.39221086,-0.08223001,0.00152637,2,19,4
-0.00179038,-0.00669303,0.00159286,0.0024993,0.36613412,-0.02941487,-0.08179798,-0.07114696,-1.31270877,-0.02149777,0.01548368,2,20,5
-0.00293099,0.0070041,0.0000615,-0.00084273,-0.89495345,0.03350032,-0.0786685,-0.0663837,-5.17042246,-0.09344511,0.00669906,2,22,0
-0.00121972,-0.00555551,-0.00382182,-0.00381304,5.31891509,-0.08303217,-0.07030702,0.16129344,-3.03420318,-0.05939094,0.00114246,2,23,1
-0.00211734,-0.00061974,0.00081139,0.00081139,0.2437649,-0.00687692,-0.06010237,0.14024249,0.1745374,0.02195101,-0.00660396,2,24,2
0.0026765,0.00421687,0.00208853,0.0020797,-0.21080886,0.1051305,-0.06070041,-0.09235778,-0.89807157,-0.02993863,0.0079077,2,25,3
-0.00079027,-0.01342673,-0.01411436,-0.01412315,0.25740254,-0.22008221,-0.03825744,0.0760654,33.75099224,0.1090878,-0.02316433,2,26,4
-0.01182829,-0.00067064,-0.00173938,-0.00259571,-0.17902441,-0.0817386,-0.01037998,0.07811369,-0.03270289,-0.00246666,-0.05546919,2,27,5
-0.00517568,-0.00143165,-0.00122415,-0.00036667,-0.80447422,-0.04706008,0.0153618,0.1165418,-0.20293822,-0.07341009,-0.0729876,3,1,0
0.00471989,0.00046595,0.00184296,0.00186086,3.61823846,0.11181327,0.02928095,-0.081812,-0.35673791,0.00917355,-0.08800908,3,2,1
-0.00196628,-0.00094043,-0.00276828,-0.00277718,-0.03207212,-0.04618574,0.04466951,-0.04760383,-0.07200848,0.02437815,-0.11253499,3,3,2
-0.00354806,-0.00881251,-0.00957259,-0.00956364,0.22427775,-0.156133,0.06174599,0.07847745,0.2761419,0.00935786,-0.13090647,3,4,3
-0.00566311,-0.00623174,-0.00319157,-0.00320962,0.18593459,-0.08834066,0.07857707,0.11747926,0.01283931,0.01206841,-0.14195096,3,5,4
-0.00798071,-0.01358829,-0.01690688,-0.01802268,-0.05476284,-0.22271789,0.11089777,0.14235263,0.32166201,0.07652215,-0.17359415,3,6,5
