datetime,open,high,low,close,volume,BC-BO,CLOSE,CLOSE_stl_trend,CLOSE_stl_seasonal,CLOSE_stl_resid,CLOSE_wav_detail_L1,CLOSE_wav_detail_L2,CLOSE_wav_approx_L2,CLOSE_mtm_band_1_0.000_0.010,CLOSE_mtm_band_2_0.010_0.060,CLOSE_mtm_band_3_0.060_0.200,CLOSE_mtm_band_4_0.200_0.500
2/5/2005 20:00,1.2858,1.2864,1.2857,1.2863,0,0.0005,0.0005,,,,-7.562365e-05,0.00016486474,-0.00045633214,,,,
2/5/2005 21:00,1.2863,1.2864,1.2851,1.2851,0,-0.0012,-0.0012,,,,-0.00022416601,-5.1940457e-05,-0.00045891968,,,,
2/5/2005 22:00,1.2852,1.2853,1.2841,1.2845,0,-0.0007,-0.0007,,,,2.6432474e-05,0.00025998478,-0.0005142227,,,,
2/5/2005 23:00,1.2844,1.2858,1.2844,1.2854,0,0.001,0.001,,,,0.0004957385,-0.000456371,-0.00027693275,,,,
3/5/2005 0:00,1.2855,1.2856,1.2849,1.2852,0,-0.0003,-0.0003,,,,0.00027436516,0.0003389234,0.000105182684,,,,
3/5/2005 1:00,1.2851,1.2852,1.2832,1.2833,0,-0.0018,-0.0018,,,,-0.00044286414,-0.00037323992,0.000324902,,,,
3/5/2005 2:00,1.2833,1.2836,1.2831,1.2833,0,0.0,0.0,,,,-0.00037328893,0.00037697383,0.0003438809,,,,
3/5/2005 3:00,1.2833,1.2837,1.2833,1.2835,0,0.0002,0.0002,,,,4.918738e-06,-0.00081681035,8.334263e-05,,,,
3/5/2005 4:00,1.2835,1.2837,1.2831,1.2832,0,-0.0003,-0.0003,,,,-0.0002556725,0.00017040747,-9.822012e-06,,,,
3/5/2005 5:00,1.2831,1.2837,1.283,1.28355,0,0.00045,0.00045,,,,-0.00012668839,0.0006439022,3.0096598e-05,,,,
3/5/2005 6:00,1.28365,1.2852,1.28335,1.2849,0,0.00125,0.00125,,,,0.00011675423,-0.0016942688,-0.00028861486,,,,
3/5/2005 7:00,1.2849,1.2862,1.2847,1.28595,0,0.00105,0.00105,,,,2.2801998e-05,0.0022466276,-0.0003470561,,,,
3/5/2005 8:00,1.28595,1.28646,1.28476,1.2862,0,0.00025,0.00025,,,,0.0002277593,-0.0014282411,-0.00032992425,,,,
3/5/2005 9:00,1.2862,1.2875,1.2861,1.2869,0,0.0007,0.0007,,,,0.00037370375,0.0007996664,-0.00064799417,,,,
3/5/2005 10:00,1.2869,1.2869,1.2856,1.2858,0,-0.0011,-0.0011,,,,0.00029019456,0.0004409505,-0.0005047882,,,,
3/5/2005 11:00,1.2858,1.2861,1.28486,1.2859,0,0.0001,0.0001,,,,-0.00041924385,-0.00060807087,-0.00036413776,,,,
3/5/2005 12:00,1.2859,1.2865,1.28475,1.286,0,0.0001,0.0001,,,,-0.0005632571,0.00058229495,-3.821154e-05,,,,
3/5/2005 13:00,1.286,1.28993,1.2859,1.2895,0,0.0035,0.0035,,,,0.0005421637,-0.0008555231,0.00044099274,,,,
3/5/2005 14:00,1.2895,1.28999,1.28788,1.28859,0,-0.00091,-0.00091,,,,0.000647889,-2.0219592e-05,0.00072295597,,,,
3/5/2005 15:00,1.28859,1.2896,1.28835,1.2888,0,0.00021,0.00021,,,,-0.0004773241,0.0009260961,0.00086497224,,,,
3/5/2005 16:00,1.2888,1.2901,1.2887,1.2889,0,0.0001,0.0001,,,,-0.00061068503,0.00018031847,0.00036172834,,,,
3/5/2005 17:00,1.2889,1.2891,1.2884,1.2888,0,-0.0001,-0.0001,,,,0.0004056501,-0.00084290537,-1.0461736e-05,,,,
3/5/2005 18:00,1.2888,1.29135,1.28515,1.2865,0,-0.0023,-0.0023,,,,0.0003741599,0.00070213317,8.016332e-05,,,,
3/5/2005 19:00,1.2865,1.29093,1.286,1.28883,0,0.00233,0.00233,,,,1.8269668e-05,0.00019831957,0.00045265967,,,,
3/5/2005 20:00,1.28883,1.28963,1.28713,1.28713,0,-0.0017,-0.0017,,,,0.0002952915,-0.00032327598,0.0005839868,,,,
3/5/2005 21:00,1.28713,1.28733,1.28673,1.28723,0,0.0001,0.0001,,,,0.00044135773,-0.00015655468,0.0009219476,,,,
3/5/2005 22:00,1.28733,1.28853,1.28703,1.28843,0,0.0011,0.0011,,,,2.3665509e-05,0.00052555336,0.0007924051,,,,
3/5/2005 23:00,1.28853,1.28853,1.28763,1.28783,0,-0.0007,-0.0007,,,,7.858198e-07,-0.00019629805,0.00037121348,,,,
4/5/2005 0:00,1.28783,1.28883,1.28763,1.28863,0,0.0008,0.0008,0.00018046012,0.00061232265,7.2171983e-06,-0.000505639,-0.0005415925,-2.5073445e-05,,,,
4/5/2005 1:00,1.28863,1.29623,1.28853,1.29623,0,0.0076,0.0076,0.0011563038,0.0063107926,0.00013290356,-0.0011165149,0.00057044893,-0.00025657334,,,,
4/5/2005 2:00,1.29633,1.29633,1.29433,1.29613,0,-0.0002,-0.0002,0.0006921543,-0.000899479,7.324781e-06,-0.00015218757,-0.000947702,-0.00045164218,,,,
4/5/2005 3:00,1.29603,1.29613,1.29513,1.29573,0,-0.0003,-0.0003,0.00062354846,-0.0009151226,-8.425853e-06,0.0011814886,0.00057532673,-0.0003245531,,,,
4/5/2005 4:00,1.29573,1.29733,1.29563,1.29613,0,0.0004,0.0004,0.00079986156,-0.0004156266,1.5764983e-05,0.00057856087,0.00048815476,-0.0005197114,,,,
4/5/2005 5:00,1.29633,1.29663,1.29543,1.29563,0,-0.0007,-0.0007,0.0006158911,-0.0012965859,-1.9305153e-05,-9.7365424e-05,0.001996742,-0.0005691536,,,,
4/5/2005 6:00,1.29553,1.29633,1.29425,1.29475,0,-0.00078,-0.00078,0.00046026142,-0.001206081,-3.4180408e-05,0.00023976456,-0.0022842644,0.0001314916,,,,
4/5/2005 7:00,1.29475,1.29485,1.29276,1.29375,0,-0.001,-0.001,0.0003084828,-0.001267379,-4.110376e-05,-8.163959e-05,0.00042061266,0.001047123,,,,
4/5/2005 8:00,1.29375,1.2952,1.29355,1.29455,0,0.0008,0.0008,0.000593038,0.00019302413,1.3937878e-05,-0.0004335573,-8.421693e-05,0.0018719198,,,,
4/5/2005 9:00,1.29455,1.2956,1.29445,1.29465,0,0.0001,0.0001,0.00046854923,-0.00035768663,-1.0862609e-05,1.6549327e-05,0.00014988512,0.0022818476,,,,
4/5/2005 10:00,1.29465,1.29615,1.29405,1.29555,0,0.0009,0.0009,0.00084861636,8.410733e-06,4.2972908e-05,7.011845e-05,-0.0016355023,0.0020029526,,,,
4/5/2005 11:00,1.29555,1.29595,1.29495,1.2951,0,-0.00045,-0.00045,0.0005192422,-0.000946248,-2.2994194e-05,-8.047429e-05,0.0025900702,0.0011746185,,,,
4/5/2005 12:00,1.2951,1.296,1.29455,1.2951,0,0.0,0.0,0.00060118124,-0.0005975703,-3.6109257e-06,0.00019778225,-0.0018097274,0.00040874333,,,,
4/5/2005 13:00,1.2951,1.296,1.2927,1.2957,0,0.0006,0.0006,8.480706e-05,0.0005877999,-7.260692e-05,-0.0009917459,0.0006937217,-0.0004802265,,,,
4/5/2005 14:00,1.2957,1.2962,1.29375,1.29543,0,-0.00027,-0.00027,0.00029614405,-0.00055422256,-1.1921507e-05,-0.00059834827,0.00061087334,-0.00043261927,,,,
4/5/2005 15:00,1.29543,1.29543,1.29273,1.29353,0,-0.0019,-0.0019,0.00030933064,-0.0022043686,-4.962202e-06,0.0021170662,-0.0010083308,-0.00032332673,,,,
4/5/2005 16:00,1.29343,1.29383,1.29173,1.29353,0,0.0001,0.0001,0.00021815792,-0.000102994534,-1.5163379e-05,0.0018516122,-0.00046009975,-5.7240475e-05,,,,
4/5/2005 17:00,1.29353,1.29443,1.29353,1.29403,0,0.0005,0.0005,0.00039811584,8.614648e-05,1.573771e-05,-0.0010396631,0.0035118938,0.00036682293,,,,
4/5/2005 18:00,1.29403,1.29483,1.29393,1.29413,0,0.0001,0.0001,0.0008531305,-0.0008219087,6.877824e-05,-0.0014942046,-0.0037295355,0.00036779267,,,,
4/5/2005 19:00,1.29413,1.29513,1.29403,1.29433,0,0.0002,0.0002,0.00016069488,9.57035e-05,-5.6398385e-05,-0.0006121934,-0.0003043959,5.6697052e-05,,,,
4/5/2005 20:00,1.29433,1.29503,1.29393,1.29453,0,0.0002,0.0002,0.00076778233,-0.0006174221,4.9639788e-05,-0.0004561603,0.0005685171,0.00013908636,,,,
4/5/2005 21:00,1.29463,1.2954,1.29423,1.2953,0,0.00067,0.00067,0.00051001227,0.00016886265,-8.874954e-06,-0.0005828042,-0.0003632295,-0.00020186523,,,,
4/5/2005 22:00,1.2952,1.2953,1.2945,1.2948,0,-0.0004,-0.0004,0.00025551938,-0.0006155819,-3.99374e-05,1.5488467e-07,8.924419e-05,-0.00042360512,,,,
4/5/2005 23:00,1.2947,1.2952,1.2941,1.2943,0,-0.0004,-0.0004,0.00060450967,-0.001028764,2.4254236e-05,0.00063780916,-0.0002492445,-0.0004527207,,,,
5/5/2005 0:00,1.2943,1.2945,1.2935,1.2937,0,-0.0006,-0.0006,0.00028578792,-0.0008555491,-3.0238809e-05,0.000575901,0.00093719416,-0.0003259952,,,,
5/5/2005 1:00,1.2936,1.2945,1.293,1.2934,0,-0.0002,-0.0002,-0.0011531985,0.0011614258,-0.00020822724,-5.9444268e-05,-0.0004775958,-6.546186e-05,,,,
5/5/2005 2:00,1.2934,1.2936,1.2933,1.2933,0,-0.0001,-0.0001,-0.00030375982,0.0002001659,3.5939381e-06,-0.00033621123,0.00038908923,0.00011486694,,,,
5/5/2005 3:00,1.2933,1.2941,1.2933,1.2938,0,0.0005,0.0005,-0.00022640674,0.0007107208,1.5686002e-05,0.00030498477,-0.0007147269,0.00032511257,,,,
5/5/2005 4:00,1.2938,1.2952,1.2938,1.2952,0,0.0014,0.0014,-0.000287199,0.0016836554,3.543449e-06,0.00022133884,5.795773e-05,0.00028772716,,,,
5/5/2005 5:00,1.2952,1.2959,1.2947,1.2955,0,0.0003,0.0003,-0.00012960364,0.00040361096,2.5992684e-05,-0.00073939515,0.00035553303,0.00020054645,,,,
5/5/2005 6:00,1.2955,1.29665,1.2951,1.29595,0,0.00045,0.00045,4.141421e-05,0.00036913168,3.9454113e-05,-0.00069410075,-2.1532e-05,-9.9513156e-05,,,,
5/5/2005 7:00,1.29595,1.29825,1.29565,1.29745,0,0.0015,0.0015,0.0002806361,0.0011643267,5.5037264e-05,0.00034659868,-0.0006682311,-0.0004504116,,,,
5/5/2005 8:00,1.29745,1.29885,1.29695,1.29785,0,0.0004,0.0004,-3.6408994e-05,0.0004479205,-1.1511513e-05,0.00065349496,0.0008813602,-0.00045823163,,,,
5/5/2005 9:00,1.29765,1.29805,1.29595,1.29655,0,-0.0011,-0.0011,-5.1779658e-05,-0.001041003,-7.2172506e-06,0.00018135954,0.00025918984,-0.00020922368,,,,
5/5/2005 10:00,1.29655,1.29655,1.29545,1.2958,0,-0.00075,-0.00075,-0.00036323935,-0.00034255933,-4.4201337e-05,2.713917e-05,-1.6334234e-05,-4.21663e-05,,,,
5/5/2005 11:00,1.2958,1.2963,1.2953,1.29537,0,-0.00043,-0.00043,-0.00014632418,-0.00029056886,6.893057e-06,0.0003474484,8.691276e-05,0.00021646303,,,,
5/5/2005 12:00,1.29537,1.29725,1.29507,1.2965,0,0.00113,0.00113,-7.6691715e-05,0.0011918577,1.483392e-05,0.00025195692,-0.00027425383,0.000625256,,,,
5/5/2005 13:00,1.2965,1.2968,1.29425,1.29485,0,-0.00165,-0.00165,-8.999545e-05,-0.0015680059,8.001373e-06,-0.0002383268,0.00016692982,0.00093725027,,,,
5/5/2005 14:00,1.29485,1.29593,1.29363,1.29413,0,-0.00072,-0.00072,-0.0002322841,-0.00047450198,-1.3213921e-05,-0.00038914077,-0.0004905186,0.00091550476,,,,
5/5/2005 15:00,1.29413,1.29493,1.29263,1.29363,0,-0.0005,-0.0005,0.00012825531,-0.0006707425,4.248712e-05,-0.00032111484,0.00022648505,0.00056456844,,,,
5/5/2005 16:00,1.29363,1.29573,1.29333,1.29523,0,0.0016,0.0016,8.482191e-05,0.0014970796,1.8098444e-05,-0.00015116224,-0.00026230514,0.00027942483,,,,
5/5/2005 17:00,1.29523,1.29653,1.29303,1.29413,0,-0.0011,-0.0011,-0.00019335817,-0.0008800387,-2.6603106e-05,0.00013058631,3.651227e-05,1.6814432e-05,,,,
5/5/2005 18:00,1.29413,1.29513,1.29403,1.29463,0,0.0005,0.0005,-0.0002748159,0.0007991165,-2.4300556e-05,0.00045991744,-8.2836465e-05,-0.00010314632,,,,
5/5/2005 19:00,1.29463,1.29593,1.29463,1.29563,0,0.001,0.001,7.933988e-05,0.0008851731,3.548706e-05,1.9272129e-05,0.0003030488,-0.00040437572,,,,
5/5/2005 20:00,1.29563,1.29573,1.29513,1.29563,0,0.0,0.0,-0.0002627203,0.00028819675,-2.5476467e-05,-0.00029417258,0.0003441555,-0.00045461746,,,,
5/5/2005 21:00,1.29573,1.29603,1.2954,1.2954,0,-0.00033,-0.00033,-0.00031182074,8.2497644e-07,-1.9004241e-05,0.00022485996,-0.000547416,-0.0004977108,,,,
5/5/2005 22:00,1.2953,1.2957,1.2949,1.2952,0,-0.0001,-0.0001,-8.311497e-05,-3.8689213e-05,2.1804184e-05,0.00052015256,-2.1677293e-05,-0.0005010497,,,,
5/5/2005 23:00,1.2952,1.2953,1.2945,1.2945,0,-0.0007,-0.0007,-0.00023608143,-0.00045664294,-7.275607e-06,-0.00027404958,0.00050479244,-0.00033121638,,,,
6/5/2005 0:00,1.2945,1.2947,1.2934,1.2944,0,-0.0001,-0.0001,-4.405384e-05,-7.8954865e-05,2.3008708e-05,-0.0010058407,-0.0003673157,-7.617686e-05,,,,
6/5/2005 1:00,1.2945,1.2945,1.2938,1.2939,0,-0.0006,-0.0006,0.00052867987,-0.0012184776,8.979778e-05,-0.00030673406,-0.00066988065,9.671177e-05,,,,
6/5/2005 2:00,1.2938,1.2946,1.2932,1.2944,0,0.0006,0.0006,0.00022345582,0.00036929862,7.2455855e-06,0.0007882595,8.665294e-05,0.00028124964,,,,
6/5/2005 3:00,1.2943,1.2945,1.294,1.2942,0,-0.0001,-0.0001,7.3102485e-05,-0.00015616082,-1.6941658e-05,0.0002648849,-6.878398e-05,0.00040252946,,,,
6/5/2005 4:00,1.2943,1.2947,1.2938,1.2939,0,-0.0004,-0.0004,-0.000108392895,-0.0002577479,-3.3859225e-05,-0.0008387563,0.0009821284,0.00028395854,,,,
6/5/2005 5:00,1.2939,1.2947,1.2933,1.29403,0,0.00013,0.00013,-7.7416975e-05,0.0002216036,-1.4186613e-05,-0.00037485585,-0.0011384874,-5.28308e-05,,,,
6/5/2005 6:00,1.29393,1.29425,1.29325,1.2939,0,-3e-05,-3e-05,-0.00017798998,0.00016871314,-2.0723162e-05,0.00065448065,0.0004457755,-0.00030175442,,,,
6/5/2005 7:00,1.2939,1.29525,1.2937,1.29506,0,0.00116,0.00116,-0.00035777592,0.0015522218,-3.444587e-05,0.00033079242,-0.00022407495,-0.00026821622,,,,
6/5/2005 8:00,1.29506,1.2953,1.29466,1.2952,0,0.00014,0.00014,-0.00021537827,0.0003536793,1.6989923e-06,-0.00026689447,0.0012315443,-0.00021085695,,,,
6/5/2005 9:00,1.2952,1.2953,1.29455,1.2952,0,0.0,0.0,-2.330121e-05,-4.5252045e-06,2.7826416e-05,0.00022716829,-0.0013324197,-0.00019131128,,,,
6/5/2005 10:00,1.2952,1.2963,1.2952,1.29575,0,0.00055,0.00055,0.00012537486,0.00038891766,3.570747e-05,0.00031473167,0.00070161937,-0.00025904895,,,,
6/5/2005 11:00,1.29565,1.29595,1.2949,1.295,0,-0.00065,-0.00065,-4.32608e-05,-0.00060383877,-2.9004625e-06,-5.381881e-05,0.00034772546,-8.0344e-05,,,,
6/5/2005 12:00,1.295,1.29557,1.2857,1.28595,0,-0.00905,-0.00905,-0.0010620202,-0.007851369,-0.00013661191,-0.00020005256,-0.00042593043,-0.00010301166,,,,
6/5/2005 13:00,1.28605,1.28655,1.28375,1.2849,0,-0.00115,-0.00115,-0.00027525655,-0.0009080502,3.3306722e-05,-0.00011362549,-0.000109511624,1.4311814e-05,,,,
6/5/2005 14:00,1.2848,1.2863,1.2843,1.28453,0,-0.00027,-0.00027,-0.000345606,6.473749e-05,1.0868523e-05,-0.00011293321,0.00013567749,0.00022434462,,,,
6/5/2005 15:00,1.28453,1.28453,1.28103,1.28323,0,-0.0013,-0.0013,-0.00060518755,-0.0006681456,-2.6666843e-05,5.212186e-06,-0.0015102597,0.0009093181,,,,
6/5/2005 16:00,1.28323,1.28463,1.28303,1.28373,0,0.0005,0.0005,-0.0007520103,0.0012835183,-3.150786e-05,-0.0002624006,2.2979344e-05,0.0011709932,,,,
6/5/2005 17:00,1.28373,1.28383,1.28313,1.28323,0,-0.0005,-0.0005,-0.0004466948,-7.9930054e-05,2.6624828e-05,-0.00033113328,-0.00018805175,0.00045493475,,,,
6/5/2005 18:00,1.28323,1.28323,1.28153,1.28173,0,-0.0015,-0.0015,-0.0007931136,-0.00067785813,-2.9028266e-05,-0.00043878984,0.00050595053,-0.00094992365,,,,
6/5/2005 19:00,1.28173,1.28283,1.28163,1.2818,0,7e-05,7e-05,-0.00085580355,0.00094677246,-2.0968899e-05,-0.00055404735,-0.00018850242,-0.00204258,,,,
6/5/2005 20:00,1.2819,1.2822,1.2811,1.2814,0,-0.0005,-0.0005,-0.00082433556,0.00032798358,-3.6480365e-06,-6.890827e-05,-0.000213601,-0.0029020843,,,,
8/5/2005 21:00,1.28125,1.2814,1.281,1.2811,0,-0.00015,-0.00015,-0.00072927267,0.0005650053,1.42673525e-05,0.00051095535,3.984849e-05,-0.0027534696,,,,
8/5/2005 22:00,1.281,1.2814,1.2809,1.2811,0,0.0001,0.0001,-0.0008217403,0.0009230045,-1.2641801e-06,-6.1240054e-05,-0.0002697835,-0.0018976098,,,,
8/5/2005 23:00,1.28115,1.2818,1.2809,1.281,0,-0.00015,-0.00015,-0.0007647038,0.0006044616,1.0242172e-05,-0.0002933866,0.00054837705,-0.0012596373,,,,
9/5/2005 0:00,1.2814,1.28273,1.2813,1.28133,0,-7e-05,-7e-05,-0.0008731907,0.0008089284,-5.7377047e-06,0.0012245063,-0.00046724576,-0.0007543097,,,,
9/5/2005 1:00,1.28143,1.28173,1.27983,1.28063,0,-0.0008,-0.0008,-0.00085637375,5.3971326e-05,2.4024553e-06,0.0008271977,-0.00015394797,-0.0005911478,,,,
9/5/2005 2:00,1.28053,1.28083,1.27923,1.28013,0,-0.0004,-0.0004,-0.0010452218,0.0006658235,-2.060171e-05,-0.0024180417,0.0003707032,-0.0006443879,,,,
9/5/2005 3:00,1.28023,1.28053,1.28013,1.28013,0,-0.0001,-0.0001,-0.0009339313,0.0008266912,7.240067e-06,-0.0024918902,0.0008866181,-0.00063176185,,,,
9/5/2005 4:00,1.28013,1.28023,1.27893,1.27993,0,-0.0002,-0.0002,-0.0008076273,0.0005834097,2.421762e-05,0.0007346281,-0.004212701,-0.0006642346,,,,
9/5/2005 5:00,1.28003,1.28113,1.27923,1.2804,0,0.00037,0.00037,-0.0008917678,0.0012568417,4.926027e-06,0.0017694917,0.0034451613,-0.00030678877,,,,
9/5/2005 6:00,1.2804,1.2813,1.27926,1.28006,0,-0.00034,-0.00034,-0.00091846375,0.00057641446,2.0493017e-06,0.0011545293,0.0007645641,0.0002450647,,,,
9/5/2005 7:00,1.28006,1.2822,1.28006,1.28135,0,0.00129,0.00129,-0.00090578705,0.0021901245,5.662621e-06,0.00039385137,-0.0006086989,-0.00016444585,,,,
9/5/2005 8:00,1.28145,1.2825,1.28105,1.2824,0,0.00095,0.00095,-0.0008524968,0.0017895947,1.2902215e-05,-0.0002302091,0.0009693548,-0.0002939233,,,,
9/5/2005 9:00,1.2824,1.2844,1.2824,1.284,0,0.0016,0.0016,-0.00087890535,0.0024729674,5.93792e-06,-0.00022209872,-0.00023720763,-0.00033074268,,,,
9/5/2005 10:00,1.284,1.2841,1.28292,1.28292,0,-0.00108,-0.00108,-0.0011882391,0.000143719,-3.5479887e-05,0.00011642034,-0.00040036824,-0.00050948374,,,,
9/5/2005 11:00,1.28292,1.28312,1.2825,1.2827,0,-0.00022,-0.00022,-0.0010077616,0.00077993586,7.825732e-06,0.00024794653,0.00095478416,-0.0004082939,,,,
9/5/2005 12:00,1.2827,1.2828,1.28096,1.28116,0,-0.00154,-0.00154,0.0005482527,-0.0023024157,0.00021416286,0.00029083248,-2.497048e-05,-0.00030852953,,,,
9/5/2005 13:00,1.28116,1.2831,1.2811,1.28233,0,0.00117,0.00117,-0.00015064741,0.0012986942,2.195316e-05,0.0004279049,-1.0142841e-05,4.005822e-06,,,,
9/5/2005 14:00,1.28233,1.28343,1.28153,1.28256,0,0.00023,0.00023,-0.00022404446,0.00045345142,5.930423e-07,0.00024595895,5.482103e-05,0.00046631874,,,,
9/5/2005 15:00,1.28256,1.28433,1.28256,1.2838,0,0.00124,0.00124,8.93048e-05,0.0011103052,4.039001e-05,-0.00015611741,-0.00030140564,0.0008514902,,,,
9/5/2005 16:00,1.2838,1.2838,1.2825,1.283,0,-0.0008,-0.0008,-7.589238e-05,-0.0007217822,-2.325385e-06,-0.00040497485,0.00029423504,0.0008031229,,,,
9/5/2005 17:00,1.283,1.2831,1.2823,1.2823,0,-0.0007,-0.0007,-0.000121629455,-0.000568701,-9.669511e-06,-0.00011580296,-0.00021163223,0.00048445305,,,,
9/5/2005 18:00,1.2823,1.284,1.2822,1.2832,0,0.0009,0.0009,0.00033423296,0.00051249977,5.326726e-05,0.00020679427,0.00032571194,-2.2601613e-05,,,,
9/5/2005 19:00,1.2832,1.2846,1.283,1.2842,0,0.001,0.001,0.00030996575,0.00066748814,2.254612e-05,0.00024912972,8.3427025e-05,-0.0001818058,,,,
9/5/2005 20:00,1.2841,1.2846,1.2841,1.2841,0,0.0,0.0,0.00033598428,-0.00034812567,1.2141412e-05,-9.78565e-05,-0.00024942294,-0.000109565,,,,
9/5/2005 21:00,1.2842,1.2876,1.2841,1.2861,0,0.0019,0.0019,0.00048528158,0.0013921114,2.2607095e-05,-0.0001402403,0.00044668233,7.8732046e-05,,,,
9/5/2005 22:00,1.286,1.2861,1.2847,1.2852,0,-0.0008,-0.0008,0.00032479945,-0.0011115554,-1.3244092e-05,0.0004685072,-0.0003689515,0.00012964147,,,,
9/5/2005 23:00,1.2852,1.2853,1.2838,1.2845,0,-0.0007,-0.0007,0.00030878827,-0.0009955192,-1.3269062e-05,0.0007719379,0.0006477829,0.00013447949,,,,
10/5/2005 0:00,1.2845,1.2846,1.2834,1.28405,0,-0.00045,-0.00045,0.00035372106,-0.00079881185,-4.909222e-06,0.000110464345,-0.000127899,0.00010156079,,,,
10/5/2005 1:00,1.28405,1.28435,1.28365,1.28425,0,0.0002,0.0002,0.00051034556,-0.00032488498,1.4539382e-05,-0.0006642724,0.0004635085,7.087417e-05,,,,
10/5/2005 2:00,1.28425,1.28515,1.28415,1.28475,0,0.0005,0.0005,0.000653409,-0.00017645028,2.3041297e-05,-0.00083273626,-0.001396833,0.00029346836,,,,
10/5/2005 3:00,1.28475,1.2855,1.28475,1.2853,0,0.00055,0.00055,0.00065140944,-0.000109303735,7.89426e-06,-0.00028255198,0.00051937654,0.000598439,,,,
10/5/2005 4:00,1.2854,1.2855,1.2847,1.2849,0,-0.0005,-0.0005,0.0006076316,-0.0011016339,-5.997682e-06,0.0006068113,-0.0008106025,0.0006615708,,,,
10/5/2005 5:00,1.2848,1.2849,1.2838,1.2842,0,-0.0006,-0.0006,0.00055508676,-0.0011405139,-1.4572892e-05,0.0007625359,0.0013314803,0.00047004272,,,,
10/5/2005 6:00,1.2842,1.2847,1.28245,1.2836,0,-0.0006,-0.0006,0.0006501091,-0.0012507802,6.7104e-07,-8.456153e-05,-0.0004948384,0.00016593208,,,,
10/5/2005 7:00,1.2835,1.2836,1.2816,1.2826,0,-0.0009,-0.0009,0.00046743418,-0.0013394649,-2.7969303e-05,-0.0007968343,0.00056409644,-0.00018712909,,,,
10/5/2005 8:00,1.2825,1.285,1.2819,1.2849,0,0.0024,0.0024,0.0006667971,0.0017254872,7.715839e-06,-0.00020407738,-0.00095485384,-0.00011616206,,,,
10/5/2005 9:00,1.2849,1.2856,1.2844,1.28465,0,-0.00025,-0.00025,0.0003492804,-0.00055757223,-4.1708165e-05,0.0002855548,-0.00025303153,4.1926905e-06,,,,
10/5/2005 10:00,1.28465,1.28565,1.284,1.28515,0,0.0005,0.0005,0.00083361845,-0.00037250388,3.888543e-05,0.00022427684,0.0005057086,0.00026212953,,,,
10/5/2005 11:00,1.28515,1.2867,1.28515,1.286,0,0.00085,0.00085,0.0007609507,8.1308484e-05,7.740853e-06,0.00027644518,0.00043406256,7.589366e-05,,,,
10/5/2005 12:00,1.286,1.28675,1.28485,1.28625,0,0.00025,0.00025,0.00023717717,8.228841e-05,-6.946557e-05,0.00017333082,-0.0007287232,-0.00030085226,,,,
